POLL_ID,CO...2,ELE,PRE,PART,PPLACEID,POLL_NAME,ADDRESS1,ADDRESS2,CITY,ST,ZIP,T_ACCESS,LEG,CO...15,JU,AP,CON,SCH,ORP,CEN,REPORTED,B,ISPUBLIC,OFFSPARK,MUNI,COLLEGE,COLLEGE_NAME,EARLY,fulladdress,lon,lat,address
3067,4,9,10,1,13762,Cromwell Valley Elementary/Regional Magnet School Gym,825 Providence Road,NA,Baltimore,MD,-21286,1,42A,2,3,2,5,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,825 Providence Road Baltimore MD -21286,-76.5810612,39.403517,"825 providence rd, towson, md 21286, usa"
3068,4,9,11,1,11231,Towson Area Branch Library Meeting Rm,320 York Road,NA,Baltimore,MD,-21204,1,42A,2,3,2,5,NA,NA,NA,2,O,1,1,NA,NA,NA,NA,320 York Road Baltimore MD -21204,-76.60236809999999,39.3988494,"320 york rd, towson, md 21204, usa"
3069,4,9,18,1,11232,Oakleigh Elementary School Cafeteria,1901 White Oak Avenue,NA,Baltimore,MD,-21234,1,42B,2,3,2,5,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,1901 White Oak Avenue Baltimore MD -21234,-76.5535742,39.3935062,"1901 white oak ave, parkville, md 21234, usa"
3070,4,9,19,1,11903,Loch Raven Community Center Gym,1801 Glen Keith Boulevard,NA,Baltimore,MD,-21234,1,8,2,3,2,6,NA,NA,NA,2,T,1,1,NA,NA,NA,NA,1801 Glen Keith Boulevard Baltimore MD -21234,-76.5711287,39.3858084,"1801 glen keith blvd, parkville, md 21234, usa"
3071,4,9,20,1,13926,Halstead Academy Cafeteria,1111 Halstead Road,NA,Baltimore,MD,-21234,1,8,2,3,2,6,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,1111 Halstead Road Baltimore MD -21234,-76.5723026,39.3769552,"1111 halstead rd, baltimore, md 21234, usa"
3072,4,9,17,1,11235,Immaculate Heart of Mary Hall Gym,8501 Loch Raven Boulevard,NA,Baltimore,MD,21286,1,8,2,3,2,6,NA,NA,NA,2,C,1,1,NA,NA,NA,NA,8501 Loch Raven Boulevard Baltimore MD 21286,-76.5637692,39.3924641,"8501 loch raven blvd, towson, md 21286, usa"
3073,4,9,21,1,11236,Villa Cresta Elementary School Gym,2600 Rader Avenue,NA,Baltimore,MD,-21234,1,8,3,3,2,6,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,2600 Rader Avenue Baltimore MD -21234,-76.5477176,39.3804526,"2600 rader ave, parkville, md 21234, usa"
3074,4,9,22,1,11237,Parkville High School Cafeteria,2600 Putty Hill Avenue,NA,Baltimore,MD,-21234,1,8,3,3,2,6,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,2600 Putty Hill Avenue Baltimore MD -21234,-76.53798499999999,39.3878888,"2600 putty hill ave, parkville, md 21234, usa"
3089,4,9,25,1,11252,Pine Grove Middle School Commons,9200 Old Harford Road,NA,Baltimore,MD,-21234,1,42B,2,3,2,3,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,9200 Old Harford Road Baltimore MD -21234,-76.5280493,39.4056513,"9200 old harford rd, parkville, md 21234, usa"
3094,4,9,2,1,11638,Ridge Ruxton School M/P Rm,6916 Charles Street,NA,Baltimore,MD,-21204,1,42B,3,3,2,2,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,6916 Charles Street Baltimore MD -21204,-76.63414139999999,39.4049433,"6916 n charles st, baltimore, md 21204, usa"
3098,4,3,10,1,11261,Fort Garrison Elementary School M/P,3310 Woodvalley Drive,NA,Baltimore,MD,-21208,1,11,3,3,2,2,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,3310 Woodvalley Drive Baltimore MD -21208,-76.70350730000001,39.4006346,"3310 woodvalley dr, pikesville, md 21208, usa"
3099,4,9,3,1,11262,Rodgers Forge Elementary School Cafeteria,250 Dumbarton Road,NA,Baltimore,MD,-21212,1,42A,2,3,2,5,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,250 Dumbarton Road Baltimore MD -21212,-76.6148256,39.3812095,"250 dumbarton rd, baltimore, md 21212, usa"
3100,4,9,4,1,11263,Dumbarton Middle School Lobby,300 Dumbarton Road,NA,Baltimore,MD,-21212,1,42A,3,3,2,5,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,300 Dumbarton Road Baltimore MD -21212,-76.6110343,39.3806079,"300 dumbarton rd, baltimore, md 21212, usa"
3101,4,9,12,1,11264,Towson High School Cafeteria,69 Cedar Avenue,NA,Baltimore,MD,-21286,1,42A,2,3,2,5,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,69 Cedar Avenue Baltimore MD -21286,-76.60030259999999,39.3908908,"69 cedar ave, towson, md 21286, usa"
3102,4,9,13,1,14368,Stoneleigh Elementary School Gym,900 Pemberton Road,NA,Baltimore,MD,21212,1,42A,2,3,2,5,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,900 Pemberton Road Baltimore MD 21212,-76.5984288,39.3818467,"900 pemberton rd, baltimore, md 21212, usa"
3103,4,9,14,1,14368,Stoneleigh Elementary School Cafe,900 Pemberton Road,NA,Baltimore,MD,21212,1,42A,2,3,2,5,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,900 Pemberton Road Baltimore MD 21212,-76.5984288,39.3818467,"900 pemberton rd, baltimore, md 21212, usa"
3104,4,9,15,1,11267,Loch Raven Academy Cafeteria,8101 LaSalle Road,NA,Baltimore,MD,-21286,1,42A,2,3,2,6,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,8101 LaSalle Road Baltimore MD -21286,-76.5782621,39.3902235,"8101 lasalle rd, towson, md 21286, usa"
3105,4,9,16,1,11268,Pleasant Plains Elementary School Gym,8300 Pleasant Plains Road,NA,Baltimore,MD,-21286,1,42B,2,3,2,5,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,8300 Pleasant Plains Road Baltimore MD -21286,-76.573025,39.3923152,"8300 pleasant plains rd, towson, md 21286, usa"
3106,4,3,11,1,13920,Woodholme Elementary School Gym,300 Mount Wilson Lane,NA,Baltimore,MD,21208,1,11,3,3,2,2,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,300 Mount Wilson Lane Baltimore MD 21208,-76.749636,39.3898768,"300 mt wilson ln, pikesville, md 21208, usa"
3108,4,2,7,1,11628,Old Court Middle School Cafeteria,4627 Old Court Road,NA,Baltimore,MD,21208,1,10,2,3,2,2,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,4627 Old Court Road Baltimore MD 21208,-76.756827,39.36553139999999,"4627 old court rd, pikesville, md 21208, usa"
3109,4,2,8,1,11272,Winand Elementary School Cafeteria,8301 Scotts Level Road,NA,Baltimore,MD,-21208,1,11,2,3,2,2,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,8301 Scotts Level Road Baltimore MD -21208,-76.7628679,39.3723591,"8301 scotts level rd, pikesville, md 21208, usa"
3111,4,3,2,1,11274,Milbrook Elementary School Cafe,4300 Crest Heights Road,NA,Baltimore,MD,-21215,1,11,3,3,2,2,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,4300 Crest Heights Road Baltimore MD -21215,-76.7129084,39.3603749,"4300 crest heights rd, baltimore, md 21215, usa"
3112,4,3,3,1,11275,Sudbrook Magnet Middle School Cafeteria,4300 Bedford Road,NA,Baltimore,MD,-21208,1,44B,7,3,2,2,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,4300 Bedford Road Baltimore MD -21208,-76.7267079,39.3587074,"4300 bedford rd, pikesville, md 21208, usa"
3113,4,3,4,1,11276,Bedford Elementary School Gym,7407 Dorman Drive,NA,Baltimore,MD,-21208,1,11,2,3,2,2,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,7407 Dorman Drive Baltimore MD -21208,-76.73049569999999,39.3605787,"7407 dorman dr, pikesville, md 21208, usa"
3114,4,3,5,1,13761,Pikesville Middle School Gym,7701 Seven Mile Lane,NA,Baltimore,MD,-21208,1,11,3,3,2,2,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,7701 Seven Mile Lane Baltimore MD -21208,-76.706788,39.3774979,"7701 seven mile ln, pikesville, md 21208, usa"
3115,4,3,6,1,13761,Pikesville Middle School Cafeteria,7701 Seven Mile Lane,NA,Baltimore,MD,-21208,1,11,3,3,2,2,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,7701 Seven Mile Lane Baltimore MD -21208,-76.706788,39.3774979,"7701 seven mile ln, pikesville, md 21208, usa"
3116,4,3,7,1,11279,Pikesville High School Cafeteria,7621 Labyrinth Road,NA,Baltimore,MD,-21208,1,11,3,3,2,2,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,7621 Labyrinth Road Baltimore MD -21208,-76.6984665,39.3763493,"7621 labyrinth rd, pikesville, md 21208, usa"
3117,4,3,8,1,11280,Summit Park Elementary School Cafeteria,6920 Diana Road,NA,Baltimore,MD,-21209,1,11,3,3,2,2,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,6920 Diana Road Baltimore MD -21209,-76.6793955,39.3810465,"6920 diana rd, baltimore, md 21209, usa"
3118,4,3,9,1,11280,Summit Park Elementary School Gym,6920 Diana Road,NA,Baltimore,MD,-21209,1,11,3,3,2,2,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,6920 Diana Road Baltimore MD -21209,-76.6793955,39.3810465,"6920 diana rd, baltimore, md 21209, usa"
3119,4,13,1,1,11282,Maiden Choice School Gym,4901 Shelbourne Road,NA,Baltimore,MD,-21227,1,12,7,3,2,1,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,4901 Shelbourne Road Baltimore MD -21227,-76.69549909999999,39.2580379,"4901 shelbourne rd, baltimore, md 21227, usa"
3120,4,13,2,1,11684,Arbutus Fire Hall,5200 Southwestern Blvd.,NA,Baltimore,MD,-21227,1,12,7,3,2,1,NA,NA,NA,2,F,1,1,NA,NA,NA,NA,5200 Southwestern Blvd. Baltimore MD -21227,-76.69187079999999,39.2502844,"5200 southwestern blvd, arbutus, md 21227, usa"
3121,4,13,3,1,11321,Arbutus Middle School Cafeteria,5525 Shelbourne Road,NA,Baltimore,MD,-21227,1,12,3,3,2,1,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,5525 Shelbourne Road Baltimore MD -21227,-76.70578259999999,39.24758509999999,"5525 shelbourne rd, arbutus, md 21227, usa"
3122,4,13,4,1,11322,Relay Elementary School Gym,5885 Selford Road,NA,Baltimore,MD,-21227,1,12,3,3,2,1,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,5885 Selford Road Baltimore MD -21227,-76.69982070000002,39.2312562,"5885 selford rd, halethorpe, md 21227, usa"
3123,4,13,5,1,11323,Halethorpe Elementary School Gym,4300 Maple Avenue,NA,Baltimore,MD,-21227,1,12,3,3,2,1,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,4300 Maple Avenue Baltimore MD -21227,-76.6848538,39.2424483,"4300 maple ave, halethorpe, md 21227, usa"
3124,4,13,6,1,13763,Lansdowne Middle School Cafeteria,2400 Lansdowne Road,NA,Baltimore,MD,-21227,1,12,3,3,2,1,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,2400 Lansdowne Road Baltimore MD -21227,-76.6522811,39.2497524,"2400 lansdowne rd, halethorpe, md 21227, usa"
3125,4,13,7,1,11325,Baltimore Highlands Elementary School Cafeteria,4200 Annapolis Road,NA,Baltimore,MD,-21227,1,12,2,3,2,1,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,4200 Annapolis Road Baltimore MD -21227,-76.6420785,39.237056,"4200 annapolis rd, halethorpe, md 21227, usa"
3126,4,13,8,1,11511,English Consul Volunteer Fire Department Hall,2827 Michigan Avenue,NA,Baltimore,MD,-21227,1,12,2,3,2,1,NA,NA,NA,2,F,1,1,NA,NA,NA,NA,2827 Michigan Avenue Baltimore MD -21227,-76.6385186,39.2382226,"2827 michigan ave, lansdowne, md 21227, usa"
3129,4,3,13,1,11261,Fort Garrison Elementary School Cafe,3310 Woodvalley Drive,NA,Baltimore,MD,-21208,1,11,3,3,2,2,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,3310 Woodvalley Drive Baltimore MD -21208,-76.70350730000001,39.4006346,"3310 woodvalley dr, pikesville, md 21208, usa"
3137,4,8,17,1,11337,Riderwood Elementary School Gym,1711 Landrake Road,NA,Baltimore,MD,-21204,1,11,3,3,2,2,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,1711 Landrake Road Baltimore MD -21204,-76.6494836,39.4140482,"1711 landrake rd, baltimore, md 21204, usa"
3141,4,11,10,1,11341,Perry Hall Middle School Cafeteria,4300 Ebenezer Road,NA,Baltimore,MD,-21236,1,8,2,3,2,5,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,4300 Ebenezer Road Baltimore MD -21236,-76.47457709999999,39.3980859,"4300 ebenezer rd, nottingham, md 21236, usa"
3142,4,11,11,1,11342,Perry Hall Elementary School Gym,9021 Belair Road,NA,Baltimore,MD,-21236,1,8,3,3,2,5,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,9021 Belair Road Baltimore MD -21236,-76.47841509999999,39.3994525,"9021 belair rd, nottingham, md 21236, usa"
3143,4,11,12,1,11663,Perry Hall High School Cafeteria,4601 Ebenezer Road,NA,Baltimore,MD,-21236,1,8,1,3,2,5,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,4601 Ebenezer Road Baltimore MD -21236,-76.4653489,39.39186249999999,"4601 ebenezer rd, nottingham, md 21236, usa"
3145,4,11,14,1,11341,Perry Hall Middle School Auditorium,4300 Ebenezer Road,NA,Baltimore,MD,-21236,1,8,1,3,2,5,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,4300 Ebenezer Road Baltimore MD -21236,-76.47457709999999,39.3980859,"4300 ebenezer rd, nottingham, md 21236, usa"
3146,4,14,10,1,14316,Red House Run Elementary School Gym,1717 Weyburn Road,NA,Baltimore,MD,21237,1,8,2,3,2,6,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,1717 Weyburn Road Baltimore MD 21237,-76.5106486,39.334154,"1717 weyburn rd, rosedale, md 21237, usa"
3147,4,14,11,1,14316,Red House Run Elementary School Cafeteria,1717 Weyburn Road,NA,Baltimore,MD,21237,1,8,2,3,2,6,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,1717 Weyburn Road Baltimore MD 21237,-76.5106486,39.334154,"1717 weyburn rd, rosedale, md 21237, usa"
3148,4,15,22,1,11348,Chesapeake Terrace Elementary School Cafeteria,2112 Lodge Farm Road,NA,Baltimore,MD,-21219,1,6,2,3,2,7,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,2112 Lodge Farm Road Baltimore MD -21219,-76.4494397,39.2223198,"2112 lodge farm rd, edgemere, md 21219, usa"
3149,3,3,1,1,10115,School No. 8 City Springs Elem/Middle,100 S. Caroline Street,NA,Baltimore,MD,-21231,1,46,7,8,6,12,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,100 S. Caroline Street Baltimore MD -21231,-76.5974931,39.2898428,"100 s caroline st, baltimore, md 21231, usa"
3151,3,22,1,1,11350,Christ Church Harbor Apartments Inc.,600 Light Street,NA,Baltimore,MD,-21230,1,46,7,8,6,11,NA,NA,NA,2,O,1,1,NA,NA,NA,NA,600 Light Street Baltimore MD -21230,-76.6133813,39.281656,"600 light st, baltimore, md 21230, usa"
3152,3,28,1,1,11351,School No. 241,3801 Fallstaff Road,NA,Baltimore,MD,21215,1,41,7,8,6,5,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,3801 Fallstaff Road Baltimore MD 21215,-76.7054218,39.3621351,"3801 fallstaff rd, baltimore, md 21215, usa"
3153,3,26,27,1,11352,School No. 210,4517 Hazelwood Avenue,NA,Baltimore,MD,-21206,1,45,2,8,6,2,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,4517 Hazelwood Avenue Baltimore MD -21206,-76.53830119999999,39.338547,"4517 hazelwood ave, baltimore, md 21206, usa"
3155,3,26,26,1,11353,School No. 211,5300 Belair Road,NA,Baltimore,MD,-21206,1,45,2,8,6,2,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,5300 Belair Road Baltimore MD -21206,-76.552526,39.3389019,"5300 belair rd, baltimore, md 21206, usa"
3156,3,26,28,1,11352,School No. 210,4517 Hazelwood Avenue,NA,Baltimore,MD,-21206,1,45,2,8,6,2,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,4517 Hazelwood Avenue Baltimore MD -21206,-76.53830119999999,39.338547,"4517 hazelwood ave, baltimore, md 21206, usa"
3157,3,26,29,1,11352,School No. 210,4517 Hazelwood Avenue,NA,Baltimore,MD,-21206,1,45,2,8,6,2,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,4517 Hazelwood Avenue Baltimore MD -21206,-76.53830119999999,39.338547,"4517 hazelwood ave, baltimore, md 21206, usa"
3158,3,26,30,1,11354,Engine House No. 54,5821 Belair Road,NA,Baltimore,MD,-21206,1,45,2,8,6,2,NA,NA,NA,2,F,1,1,NA,NA,NA,NA,5821 Belair Road Baltimore MD -21206,-76.5424353,39.3440534,"5821 belair rd, baltimore, md 21206, usa"
3159,3,26,31,1,11354,Engine House No. 54,5821 Belair Road,NA,Baltimore,MD,-21206,1,45,2,8,6,2,NA,NA,NA,2,F,1,1,NA,NA,NA,NA,5821 Belair Road Baltimore MD -21206,-76.5424353,39.3440534,"5821 belair rd, baltimore, md 21206, usa"
3160,3,27,7,1,12095,School No. 235,6211 Walther Avenue,NA,Baltimore,MD,21206,1,45,2,8,6,2,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,6211 Walther Avenue Baltimore MD 21206,-76.5413463,39.351911,"6211 walther ave, baltimore, md 21206, usa"
3161,3,27,8,1,12095,School No. 235,6211 Walther Avenue,NA,Baltimore,MD,21206,1,45,2,8,6,2,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,6211 Walther Avenue Baltimore MD 21206,-76.5413463,39.351911,"6211 walther ave, baltimore, md 21206, usa"
3163,3,27,9,1,11358,Engine House No. 56,6512 Harford Road,NA,Baltimore,MD,21234,1,45,3,8,6,3,NA,NA,NA,2,F,1,1,NA,NA,NA,NA,6512 Harford Road Baltimore MD 21234,-76.55336129999999,39.3621828,"6512 harford rd, baltimore, md 21214, usa"
3165,3,27,10,1,11360,Open Bible Baptist Church,3902 Overlea Avenue,NA,Baltimore,MD,-21206,1,45,3,8,6,2,NA,NA,NA,2,C,1,1,NA,NA,NA,NA,3902 Overlea Avenue Baltimore MD -21206,-76.5324682,39.3582613,"3902 w overlea ave, baltimore, md 21206, usa"
3166,3,27,11,1,13914,Woodhome Recreation Center,7310 Moyer Avenue,NA,Baltimore,MD,-21234,1,45,3,8,6,3,NA,NA,NA,2,T,1,1,NA,NA,NA,NA,7310 Moyer Avenue Baltimore MD -21234,-76.5391387,39.3676948,"7310 moyer ave, baltimore, md 21234, usa"
3169,3,27,13,1,13900,School No. 339,2500 East Northern Parkway,NA,Baltimore,MD,-21214,1,43,3,8,6,3,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,2500 East Northern Parkway Baltimore MD -21214,-76.56020219999999,39.3664664,"2500 e northern pkwy, baltimore, md 21214, usa"
3170,3,27,14,1,13901,School No. 236,6101 Old Harford Road,NA,Baltimore,MD,-21214,1,45,7,8,6,3,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,6101 Old Harford Road Baltimore MD -21214,-76.5577188,39.3597688,"6101 old harford rd, baltimore, md 21214, usa"
3171,3,27,15,1,13902,School No. 855 Success Academy,2201 Pinewood Avenue,NA,Baltimore,MD,21214,1,43,7,8,6,3,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,2201 Pinewood Avenue Baltimore MD 21214,-76.57067719999999,39.3657834,"2201 pinewood ave, baltimore, md 21214, usa"
3172,3,27,19,1,10118,School No. 219,5931 Yorkwood Road,NA,Baltimore,MD,-21239,1,43,7,8,6,4,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,5931 Yorkwood Road Baltimore MD -21239,-76.5809709,39.3633272,"5931 yorkwood rd, baltimore, md 21239, usa"
3173,3,27,20,1,11365,School No. 245,1235 Sherwood Ave.,NA,Baltimore,MD,-21239,1,43,3,8,6,4,NA,NA,NA,2,S,1,0,NA,NA,NA,NA,1235 Sherwood Ave. Baltimore MD -21239,-76.5911734,39.3652366,"1235 sherwood ave, baltimore, md 21239, usa"
3175,3,27,32,1,11367,Northside Baptist Church,1100 E. Northern Parkway,NA,Baltimore,MD,-21239,1,43,3,8,6,4,NA,NA,NA,2,C,1,1,NA,NA,NA,NA,1100 E. Northern Parkway Baltimore MD -21239,-76.59726739999999,39.3671029,"1100 e northern pkwy, baltimore, md 21239, usa"
3177,3,27,31,1,11365,School No. 245,1235 Sherwood Ave.,NA,Baltimore,MD,-21239,1,43,7,8,6,4,NA,NA,NA,2,S,1,0,NA,NA,NA,NA,1235 Sherwood Ave. Baltimore MD -21239,-76.5911734,39.3652366,"1235 sherwood ave, baltimore, md 21239, usa"
3178,3,27,33,1,11368,School No. 213,500 Campbell Lane at Govane,NA,Baltimore,MD,-21212,1,43,7,8,6,4,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,500 Campbell Lane at Govane Baltimore MD -21212,-76.6098145,39.3603462,"500 campbell ln, baltimore, md 21212, usa"
3179,3,27,37,1,11369,School No. 214,4520 York Road,NA,Baltimore,MD,-21212,1,43,3,8,6,4,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,4520 York Road Baltimore MD -21212,-76.6106732,39.3439516,"4520 york rd, baltimore, md 21212, usa"
3180,3,27,60,1,14171,Public Safety Training Center,3500 W Northern Pkwy,NA,Baltimore,MD,21215,1,41,7,8,6,5,NA,NA,NA,2,S,1,1,NA,0,NA,NA,3500 W Northern Pkwy Baltimore MD 21215,-76.683106,39.35447,"3500 w northern pkwy, baltimore, md 21215, usa"
3181,3,27,65,1,11371,School No. 247,6100 Cross Country Boulevard,NA,Baltimore,MD,-21215,1,41,3,8,6,5,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,6100 Cross Country Boulevard Baltimore MD -21215,-76.6882631,39.3625248,"6100 cross country blvd, baltimore, md 21215, usa"
3183,3,27,63,1,11371,School No. 247,6100 Cross Country Boulevard,NA,Baltimore,MD,-21215,1,41,3,8,6,5,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,6100 Cross Country Boulevard Baltimore MD -21215,-76.6882631,39.3625248,"6100 cross country blvd, baltimore, md 21215, usa"
3184,3,27,62,1,11373,School No. 401,6900 Park Heights Avenue,NA,Baltimore,MD,-21215,1,41,3,8,6,5,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,6900 Park Heights Avenue Baltimore MD -21215,-76.7045531,39.36468,"6900 park heights ave, baltimore, md 21215, usa"
3185,3,27,64,1,12103,Engine House No. 45,2700 Glen Avenue,NA,Baltimore,MD,21215,1,41,3,8,6,5,NA,NA,NA,2,F,1,1,NA,NA,NA,NA,2700 Glen Avenue Baltimore MD 21215,-76.67795199999999,39.3614567,"2700 glen ave, baltimore, md 21215, usa"
3186,3,27,66,1,11373,School No. 401,6900 Park Heights Avenue,NA,Baltimore,MD,-21215,1,41,3,8,6,5,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,6900 Park Heights Avenue Baltimore MD -21215,-76.7045531,39.36468,"6900 park heights ave, baltimore, md 21215, usa"
3187,3,8,1,1,11374,The Maryland State Boys Choir Center For the Arts,3400 Norman Avenue,NA,Baltimore,MD,-21213,1,45,3,8,6,3,NA,NA,NA,2,O,1,1,NA,NA,NA,NA,3400 Norman Avenue Baltimore MD -21213,-76.5789601,39.3273812,"3400 norman ave, baltimore, md 21213, usa"
3188,3,8,2,1,11374,The Maryland State Boys Choir Center For the Arts,3400 Norman Avenue,NA,Baltimore,MD,-21213,1,45,7,8,6,13,NA,NA,NA,2,O,1,1,NA,NA,NA,NA,3400 Norman Avenue Baltimore MD -21213,-76.5789601,39.3273812,"3400 norman ave, baltimore, md 21213, usa"
3189,3,26,22,1,10132,Jerusalem Evangelical Lutheran Church,4605 Belair Road,NA,Baltimore,MD,-21206,1,45,2,8,6,2,NA,NA,NA,2,C,1,1,NA,NA,NA,NA,4605 Belair Road Baltimore MD -21206,-76.5609698,39.33101389999999,"4605 belair rd, baltimore, md 21206, usa"
3190,3,27,1,1,10132,Jerusalem Evangelical Lutheran Church,4605 Belair Road,NA,Baltimore,MD,-21206,1,45,2,8,6,3,NA,NA,NA,2,C,1,1,NA,NA,NA,NA,4605 Belair Road Baltimore MD -21206,-76.5609698,39.33101389999999,"4605 belair rd, baltimore, md 21206, usa"
3191,3,27,2,1,13898,Ray of Hope Baptist Church,3000 Parkside Drive,NA,Baltimore,MD,-21214,1,45,3,8,6,3,NA,NA,NA,2,C,1,1,NA,NA,NA,NA,3000 Parkside Drive Baltimore MD -21214,-76.5742499,39.3371128,"3000 parkside dr, baltimore, md 21214, usa"
3192,3,27,3,1,10117,Engine House No. 42,4522 Harford Road,NA,Baltimore,MD,21214,1,45,3,8,6,3,NA,NA,NA,2,F,1,1,NA,NA,NA,NA,4522 Harford Road Baltimore MD 21214,-76.5714893,39.3416004,"4522 harford rd, baltimore, md 21214, usa"
3194,3,27,4,1,11378,Harford Center for Senior Citizens,4920 Harford Road,NA,Baltimore,MD,-21214,1,45,3,8,6,3,NA,NA,NA,2,T,1,1,NA,NA,NA,NA,4920 Harford Road Baltimore MD -21214,-76.5664783,39.3469453,"harford senior center, 4920 harford rd, baltimore, md 21214, usa"
3195,3,27,5,1,11357,School No. 346 Rear,5609 Sefton Avenue,NA,Baltimore,MD,-21214,1,45,3,8,6,3,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,5609 Sefton Avenue Baltimore MD -21214,-76.554287,39.3505317,"5609 sefton ave, baltimore, md 21214, usa"
3196,3,27,6,1,11353,School No. 211,5300 Belair Road,NA,Baltimore,MD,-21206,1,45,2,8,6,2,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,5300 Belair Road Baltimore MD -21206,-76.552526,39.3389019,"5300 belair rd, baltimore, md 21206, usa"
3197,3,1,2,1,11380,Engine House No. 5,2120 Eastern Avenue,NA,Baltimore,MD,21231,1,46,3,8,6,1,NA,NA,NA,2,F,1,1,NA,NA,NA,NA,2120 Eastern Avenue Baltimore MD 21231,-76.5861276,39.2861295,"2120 eastern ave, baltimore, md 21231, usa"
3198,3,1,3,1,13886,School No. 47,500 S. Linwood Avenue,NA,Baltimore,MD,21224,1,46,3,8,6,1,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,500 S. Linwood Avenue Baltimore MD 21224,-76.5763182,39.2859113,"500 s linwood ave, baltimore, md 21224, usa"
3199,3,1,4,1,11382,Enoch Pratt Free Library Canton Branch,1030 S. Ellwood Avenue,NA,Baltimore,MD,21224,1,46,3,8,6,1,NA,NA,NA,2,O,1,1,NA,NA,NA,NA,1030 S. Ellwood Avenue Baltimore MD 21224,-76.5727787,39.2803061,"1030 s ellwood ave, baltimore, md 21224, usa"
3201,3,1,5,1,11383,Hatton Senior Citizens Center,2825 Fait Avenue,NA,Baltimore,MD,21224,1,46,3,8,6,1,NA,NA,NA,2,T,1,1,NA,NA,NA,NA,2825 Fait Avenue Baltimore MD 21224,-76.5758693,39.2830523,"2825 fait ave, baltimore, md 21224, usa"
3202,3,1,1,1,13886,School No. 47,500 S. Linwood Avenue,NA,Baltimore,MD,21224,1,46,3,8,6,1,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,500 S. Linwood Avenue Baltimore MD 21224,-76.5763182,39.2859113,"500 s linwood ave, baltimore, md 21224, usa"
