POLL_ID,CO...2,ELE,PRE,PART,PPLACEID,POLL_NAME,ADDRESS1,ADDRESS2,CITY,ST,ZIP,T_ACCESS,LEG,CO...15,JU,AP,CON,SCH,ORP,CEN,REPORTED,B,ISPUBLIC,OFFSPARK,MUNI,COLLEGE,COLLEGE_NAME,EARLY,fulladdress,lon,lat,address
2013,3,9,14,1,11923,School No. 7,2000 Cecil Avenue,NA,Baltimore,MD,-21218,1,43,7,8,6,12,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,2000 Cecil Avenue Baltimore MD -21218,-76.60634019999999,39.3131835,"2000 cecil ave, baltimore, md 21218, usa"
2014,3,9,15,1,10253,Dawson Center,1400 E. Federal Street,NA,Baltimore,MD,21213,1,45,7,8,6,12,NA,NA,NA,2,T,1,1,NA,NA,NA,NA,1400 E. Federal Street Baltimore MD 21213,-76.59930539999999,39.3086381,"1400 federal st, baltimore, md 21213, usa"
2017,3,10,1,1,10147,School No. 16,1101 Valley Street,NA,Baltimore,MD,21202,1,45,7,8,6,12,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,1101 Valley Street Baltimore MD 21202,-76.60426389999999,39.3034613,"1101 valley st, baltimore, md 21202, usa"
2018,3,10,2,1,10255,New Waters Tower,1400 E. Madison Street,NA,Baltimore,MD,-21205,1,45,7,8,6,12,NA,NA,NA,2,O,1,1,NA,NA,NA,NA,1400 E. Madison Street Baltimore MD -21205,-76.5983959,39.299669,"1400 e madison st, baltimore, md 21205, usa"
2019,3,6,1,1,10239,School No. 83,200 N. Lakewood Avenue,NA,Baltimore,MD,21224,1,46,7,8,6,13,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,200 N. Lakewood Avenue Baltimore MD 21224,-76.5796397,39.2953732,"200 n lakewood ave, baltimore, md 21224, usa"
2020,3,19,2,1,10165,School No. 4,30 S. Gilmor Street,NA,Baltimore,MD,-21223,1,40,7,8,6,9,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,30 S. Gilmor Street Baltimore MD -21223,-76.6426704,39.2868134,"30 s gilmor st, baltimore, md 21223, usa"
2022,3,20,11,1,10257,School No. 98,424 S. Pulaski Street,NA,Baltimore,MD,-21223,1,40,7,8,6,9,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,424 S. Pulaski Street Baltimore MD -21223,-76.6504349,39.2818136,"424 s pulaski st, baltimore, md 21223, usa"
2026,4,2,6,1,11588,Milford Mill Academy Gym,3800 Washington Avenue,NA,Baltimore,MD,21244,1,10,7,3,2,4,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,3800 Washington Avenue Baltimore MD 21244,-76.7497873,39.3564164,"3800 washington ave, windsor mill, md 21244, usa"
2027,4,2,9,1,10262,Scotts Branch Elementary School Gym,8220 Tawnmoore Road,NA,Baltimore,MD,-21244,1,10,7,3,2,4,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,8220 Tawnmoore Road Baltimore MD -21244,-76.7640603,39.3585547,"8220 tawnmoore rd, windsor mill, md 21244, usa"
2028,4,2,10,1,10263,Winfield Elementary School Gym,8300 Carlson Lane,NA,Baltimore,MD,-21244,1,10,2,3,2,4,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,8300 Carlson Lane Baltimore MD -21244,-76.77949219999999,39.3542481,"8300 carlson ln, windsor mill, md 21244, usa"
2029,4,1,6,1,10264,Edmondson Heights Elementary School Gym,1600 Langford Road,NA,Baltimore,MD,-21207,1,44B,7,3,2,1,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,1600 Langford Road Baltimore MD -21207,-76.7191319,39.2988813,"1600 langford rd, baltimore, md 21207, usa"
2030,4,1,7,1,13552,Westowne Elementary School Cafeteria,401 Harlem Lane,NA,Baltimore,MD,-21228,1,44B,7,3,2,1,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,401 Harlem Lane Baltimore MD -21228,-76.72580599999999,39.2861029,"401 harlem ln, catonsville, md 21228, usa"
2031,4,1,8,1,13552,Westowne Elementary School Gym,401 Harlem Lane,NA,Baltimore,MD,-21228,1,44B,7,3,2,1,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,401 Harlem Lane Baltimore MD -21228,-76.72580599999999,39.2861029,"401 harlem ln, catonsville, md 21228, usa"
2032,4,1,9,1,12809,Banneker Community Center Gym,27 Main Avenue,NA,Baltimore,MD,-21228,1,12,7,3,2,1,NA,NA,NA,2,T,1,1,NA,NA,NA,NA,27 Main Avenue Baltimore MD -21228,-76.7402804,39.2804809,"27 main ave, catonsville, md 21228, usa"
2033,4,1,10,1,13010,Hillcrest Elementary School Cafeteria,1500 Frederick Road,NA,Baltimore,MD,-21228,1,12,7,3,2,1,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,1500 Frederick Road Baltimore MD -21228,-76.7462546,39.2700405,"1500 frederick rd, catonsville, md 21228, usa"
2034,4,1,11,1,10269,St. Paul Lutheran Church Hall,2001 Old Frederick Road,NA,Baltimore,MD,-21228,1,44B,7,3,2,1,NA,NA,NA,2,C,1,1,NA,NA,NA,NA,2001 Old Frederick Road Baltimore MD -21228,-76.7597854,39.2784286,"2001 old frederick rd, catonsville, md 21228, usa"
2035,4,1,12,1,10270,Catonsville Middle School Cafeteria,2301 Edmondson Avenue,NA,Baltimore,MD,-21228,1,44B,7,3,2,1,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,2301 Edmondson Avenue Baltimore MD -21228,-76.7713543,39.2756498,"2301 edmondson ave, catonsville, md 21228, usa"
2036,4,1,2,1,10271,Chadwick Elementary School Gym,1918 Winder Road,NA,Baltimore,MD,-21244,1,10,7,3,2,1,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,1918 Winder Road Baltimore MD -21244,-76.7647613,39.3137143,"1918 winder rd, windsor mill, md 21244, usa"
2037,4,2,11,1,10272,Windsor Mill Middle School Cafeteria,8300 Windsor Mill Road,NA,Baltimore,MD,21244,1,10,7,3,2,4,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,8300 Windsor Mill Road Baltimore MD 21244,-76.7863979,39.3528539,"8300 windsor mill rd, windsor mill, md 21244, usa"
2038,4,2,3,1,10273,Featherbed Lane Elementary Primary School Cafe,6700 Richardson Road,NA,Baltimore,MD,-21207,1,10,7,3,2,4,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,6700 Richardson Road Baltimore MD -21207,-76.7381594,39.3223111,"6700 richardson rd, gwynn oak, md 21207, usa"
2039,4,2,1,1,13011,Powhatan Elementary School Gym,3300 Kelox Road,NA,Baltimore,MD,-21207,1,44B,7,3,2,4,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,3300 Kelox Road Baltimore MD -21207,-76.7202142,39.3345422,"3300 kelox rd, gwynn oak, md 21207, usa"
2040,4,2,2,1,13011,Powhatan Elementary School Cafeteria,3300 Kelox Road,NA,Baltimore,MD,-21207,1,44B,7,3,2,4,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,3300 Kelox Road Baltimore MD -21207,-76.7202142,39.3345422,"3300 kelox rd, gwynn oak, md 21207, usa"
2041,4,2,5,1,10276,Hebbville Elementary School M/P Rm,3335 Washington Avenue,NA,Baltimore,MD,-21244,1,10,7,3,2,4,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,3335 Washington Avenue Baltimore MD -21244,-76.7526493,39.3449716,"3335 washington ave, windsor mill, md 21244, usa"
2042,4,3,1,1,11581,Augsburg Lutheran Home Rec Room,6811 Campfield Road,NA,Baltimore,MD,-21207,1,44B,7,3,2,4,NA,NA,NA,2,O,1,1,NA,NA,NA,NA,6811 Campfield Road Baltimore MD -21207,-76.7253551,39.3489156,"6811 campfield rd, gwynn oak, md 21207, usa"
2043,4,1,3,1,13012,Woodbridge Elementary School Gym,1410 Pleasant Valley Drive,NA,Baltimore,MD,-21228,1,44B,7,3,2,1,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,1410 Pleasant Valley Drive Baltimore MD -21228,-76.7583598,39.294884,"1410 pleasant valley dr, catonsville, md 21228, usa"
2044,4,1,4,1,13012,Woodbridge Elementary School Cafeteria,1410 Pleasant Valley Drive,NA,Baltimore,MD,-21228,1,44B,7,3,2,1,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,1410 Pleasant Valley Drive Baltimore MD -21228,-76.7583598,39.294884,"1410 pleasant valley dr, catonsville, md 21228, usa"
2045,4,1,5,1,10280,Johnnycake Elementary School M/P Rm,5910 Craigmont Road,NA,Baltimore,MD,-21228,1,44B,7,3,2,1,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,5910 Craigmont Road Baltimore MD -21228,-76.7352191,39.2930796,"5910 craigmont rd, baltimore, md 21228, usa"
2046,4,1,1,1,10281,Woodlawn High School Cafeteria,1801 Woodlawn Drive,NA,Baltimore,MD,-21207,1,44B,7,3,2,1,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,1801 Woodlawn Drive Baltimore MD -21207,-76.7335452,39.3159988,"1801 woodlawn dr, woodlawn, md 21207, usa"
2827,3,9,3,1,11030,School No. 51,3400 Ellerslie Avenue,NA,Baltimore,MD,21218,1,43,7,8,6,14,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,3400 Ellerslie Avenue Baltimore MD 21218,-76.6050329,39.330286,"3400 ellerslie ave, baltimore, md 21218, usa"
2828,3,9,4,1,11030,School No. 51,3400 Ellerslie Avenue,NA,Baltimore,MD,21218,1,43,7,8,6,14,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,3400 Ellerslie Avenue Baltimore MD 21218,-76.6050329,39.330286,"3400 ellerslie ave, baltimore, md 21218, usa"
2829,3,9,5,1,10221,School No. 410,3500 Hillen Road,NA,Baltimore,MD,21218,1,43,7,8,6,14,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,3500 Hillen Road Baltimore MD 21218,-76.5908795,39.3330492,"3500 hillen rd, baltimore, md 21218, usa"
2834,4,2,4,1,11034,Woodmoor Elementary School M/P Rm,3200 Elba Drive,NA,Baltimore,MD,-21207,1,44B,7,3,2,4,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,3200 Elba Drive Baltimore MD -21207,-76.740596,39.3375359,"3200 elba dr, gwynn oak, md 21207, usa"
2846,3,15,15,1,10177,School No. 454,2201 Presstman Street,NA,Baltimore,MD,-21216,1,40,7,8,6,7,NA,NA,NA,2,S,1,0,NA,NA,NA,NA,2201 Presstman Street Baltimore MD -21216,-76.6526636,39.3043146,"2201 presstman st, baltimore, md 21216, usa"
2849,3,16,13,1,11046,St. Bernardine's Hall,614 Mt. Holly Street,NA,Baltimore,MD,-21229,1,41,7,8,6,8,NA,NA,NA,2,C,1,1,NA,NA,NA,NA,614 Mt. Holly Street Baltimore MD -21229,-76.67981110000001,39.2969672,"614 mt holly st, baltimore, md 21229, usa"
2908,4,1,13,1,13010,Hillcrest Elementary School Gym,1500 Frederick Road,NA,Baltimore,MD,-21228,1,12,7,3,2,1,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,1500 Frederick Road Baltimore MD -21228,-76.7462546,39.2700405,"1500 frederick rd, catonsville, md 21228, usa"
2909,4,1,14,1,13759,Catonsville High School Gym,421 Bloomsbury Avenue,NA,Baltimore,MD,-21228,1,12,7,3,2,1,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,421 Bloomsbury Avenue Baltimore MD -21228,-76.7316681,39.2592723,"421 bloomsbury ave, catonsville, md 21228, usa"
2910,4,1,15,1,11101,Western School of Technology Gym,100 Kenwood Avenue,NA,Baltimore,MD,-21228,1,44B,7,3,2,1,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,100 Kenwood Avenue Baltimore MD -21228,-76.7125025,39.2702534,"100 kenwood ave, catonsville, md 21228, usa"
2911,4,1,16,1,11102,Charlestown Retirement Community Conf Ctr,719 Maiden Choice Lane,NA,Baltimore,MD,-21228,1,12,7,3,2,1,NA,NA,NA,2,T,1,1,NA,NA,NA,NA,719 Maiden Choice Lane Baltimore MD -21228,-76.69979219999999,39.268301,"719 maiden choice ln, catonsville, md 21228, usa"
2938,3,16,14,1,14172,Westside Skill Center,4501 Edmondson Ave,NA,Baltimore,MD,21229,1,41,7,8,6,8,NA,NA,NA,2,T,1,1,NA,0,NA,NA,4501 Edmondson Ave Baltimore MD 21229,-76.69122569999999,39.2928647,"4501 edmondson ave, baltimore, md 21229, usa"
3006,4,15,5,1,13925,Martin Blvd. Elementary School Gym,210 Riverton Road,NA,Baltimore,MD,-21220,1,7,2,3,2,6,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,210 Riverton Road Baltimore MD -21220,-76.4419377,39.3352759,"210 riverton rd, middle river, md 21220, usa"
3007,4,15,6,1,11172,Oliver Beach Elementary School Gym,12912 Cunninghill Cove Road,NA,Baltimore,MD,-21220,1,7,2,3,2,6,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,12912 Cunninghill Cove Road Baltimore MD -21220,-76.3540508,39.3700406,"12912 cunninghill cove rd, middle river, md 21220, usa"
3008,4,15,7,1,11173,Chase Elementary School Gym,11701 Eastern Avenue,NA,Baltimore,MD,-21220,1,7,2,3,2,6,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,11701 Eastern Avenue Baltimore MD -21220,-76.39230510000002,39.3436421,"11701 eastern ave, middle river, md 21220, usa"
3009,4,15,8,1,11174,Seneca Elementary School Gym,545 Carrollwood Road,NA,Baltimore,MD,-21220,1,7,2,3,2,6,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,545 Carrollwood Road Baltimore MD -21220,-76.3911296,39.3294167,"545 carrollwood rd, middle river, md 21220, usa"
3010,4,15,9,1,11175,Middle River Volunteer Fire Department Hall,1100 Wilson Point Road,NA,Baltimore,MD,-21220,1,7,2,3,2,6,NA,NA,NA,2,F,1,1,NA,NA,NA,NA,1100 Wilson Point Road Baltimore MD -21220,-76.423452,39.3220643,"1100 wilson point rd, middle river, md 21220, usa"
3011,4,15,10,1,11176,Hawthorne Elementary School Gym,125 Kingston Road,NA,Baltimore,MD,-21220,1,7,2,3,2,6,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,125 Kingston Road Baltimore MD -21220,-76.43721479999999,39.3264988,"125 kingston rd, middle river, md 21220, usa"
3012,4,15,11,1,11177,Middlesex Elementary School Gym,142 Bennett Road,NA,Baltimore,MD,-21221,1,6,2,3,2,7,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,142 Bennett Road Baltimore MD -21221,-76.45298720000001,39.3254971,"142 bennett rd, essex, md 21221, usa"
3013,4,15,12,1,11178,Essex Co-Op Community Center,1000 Franklin Avenue,NA,Baltimore,MD,-21221,1,6,2,3,2,7,NA,NA,NA,2,O,1,1,NA,NA,NA,NA,1000 Franklin Avenue Baltimore MD -21221,-76.4646684,39.3150731,"1000 franklin ave, essex, md 21221, usa"
3014,4,15,13,1,11179,Eastern Technical High School Cafeteria,1100 Mace Avenue,NA,Baltimore,MD,-21221,1,6,2,3,2,7,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,1100 Mace Avenue Baltimore MD -21221,-76.4732715,39.32538890000001,"1100 mace ave, baltimore, md 21221, usa"
3015,4,15,14,1,11180,Essex Elementary School Gym,100 Mace Avenue,NA,Baltimore,MD,-21221,1,6,2,3,2,7,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,100 Mace Avenue Baltimore MD -21221,-76.4798953,39.30918459999999,"100 mace ave, essex, md 21221, usa"
3016,4,15,15,1,11181,Sussex Elementary School Gym,515 S. Woodward Drive,NA,Baltimore,MD,-21221,1,6,2,3,2,7,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,515 S. Woodward Drive Baltimore MD -21221,-76.4701358,39.3029371,"515 s woodward dr, essex, md 21221, usa"
3017,4,15,16,1,11182,Deep Creek Elementary School M/P Rm,1101 E. Homberg Avenue,NA,Baltimore,MD,-21221,1,6,2,3,2,7,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,1101 E. Homberg Avenue Baltimore MD -21221,-76.4549084,39.3081114,"1101 e homberg ave, baltimore, md 21221, usa"
3018,4,15,17,1,11183,Deep Creek Middle School Gym,1000 S. Marlyn Avenue,NA,Baltimore,MD,-21221,1,6,2,3,2,7,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,1000 S. Marlyn Avenue Baltimore MD -21221,-76.45499819999999,39.2935446,"1000 s marlyn ave, essex, md 21221, usa"
3019,4,15,18,1,11184,Middleborough Elementary School Gym,313 West Road,NA,Baltimore,MD,-21221,1,6,2,3,2,7,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,313 West Road Baltimore MD -21221,-76.4349324,39.3050308,"313 w rd, essex, md 21221, usa"
3021,4,15,4,1,11186,Middle River Middle School Cafeteria,800 Middle River Road,NA,Baltimore,MD,-21220,1,6,2,3,2,6,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,800 Middle River Road Baltimore MD -21220,-76.45133779999999,39.3441866,"800 middle river rd, middle river, md 21220, usa"
3022,4,15,3,1,11187,Orems Elementary School M/P Rm,711 High Villa Road,NA,Baltimore,MD,-21221,1,7,2,3,2,6,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,711 High Villa Road Baltimore MD -21221,-76.7019044,39.420722,"villa julie rd, maryland 21153, usa"
3023,4,12,1,1,11189,Berkshire Elementary School Cafeteria,7431 Poplar Avenue,NA,Baltimore,MD,-21224,1,6,2,3,2,7,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,7431 Poplar Avenue Baltimore MD -21224,-76.5115118,39.2872692,"7431 poplar ave, baltimore, md 21224, usa"
3024,4,12,2,1,11189,Berkshire Elementary School Gym,7431 Poplar Avenue,NA,Baltimore,MD,-21224,1,6,2,3,2,7,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,7431 Poplar Avenue Baltimore MD -21224,-76.5115118,39.2872692,"7431 poplar ave, baltimore, md 21224, usa"
3025,4,12,3,1,11190,Norwood Elementary School Gym,1700 Delvale Avenue,NA,Baltimore,MD,-21222,1,6,2,3,2,7,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,1700 Delvale Avenue Baltimore MD -21222,-76.51850739999999,39.27578150000001,"1700 delvale ave, baltimore, md 21222, usa"
3026,4,12,4,1,11191,Gen. John Stricker Middle School Cafeteria,7855 Trappe Road,NA,Baltimore,MD,-21222,1,6,2,3,2,7,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,7855 Trappe Road Baltimore MD -21222,-76.4915515,39.2736757,"7855 trappe rd, dundalk, md 21222, usa"
3027,4,12,5,1,11192,Patapsco High School Cafeteria,8100 Wise Avenue,NA,Baltimore,MD,-21222,1,6,2,3,2,7,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,8100 Wise Avenue Baltimore MD -21222,-76.48946769999999,39.2667716,"8100 wise ave, dundalk, md 21222, usa"
3028,4,12,6,1,11193,Sandy Plains Elementary School Cafeteria,8330 Kavanagh Road,NA,Baltimore,MD,-21222,1,6,2,3,2,7,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,8330 Kavanagh Road Baltimore MD -21222,-76.4865092,39.2600114,"8330 kavanagh rd, dundalk, md 21222, usa"
3029,4,12,7,1,11194,Grange Elementary School M/P Rm,2000 Church Road,NA,Baltimore,MD,-21222,1,6,2,3,2,7,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,2000 Church Road Baltimore MD -21222,-76.5024838,39.265001,"2000 church rd, dundalk, md 21222, usa"
3030,4,12,8,1,11195,Ateaze Senior Center M/P Rm,7401 Holabird Avenue,NA,Baltimore,MD,-21222,1,6,2,3,2,7,NA,NA,NA,2,T,1,1,NA,NA,NA,NA,7401 Holabird Avenue Baltimore MD -21222,-76.5113885,39.2714441,"7401 holabird ave, dundalk, md 21222, usa"
3031,4,12,9,1,13333,Dundalk High School Cafe,1901 Delvale Avenue,NA,Baltimore,MD,-21222,1,6,2,3,2,7,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,1901 Delvale Avenue Baltimore MD -21222,-76.5164867,39.26672689999999,"1901 delvale ave, dundalk, md 21222, usa"
3033,4,12,11,1,11683,Dundalk Middle School Cafeteria,7400 Dunmanway,NA,Baltimore,MD,-21222,1,6,2,3,2,7,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,7400 Dunmanway Baltimore MD -21222,-76.5143638,39.2594239,"7400 dunmanway, dundalk, md 21222, usa"
3034,4,12,12,1,11199,Logan Elementary School Cafeteria,7601 Dunmanway,NA,Baltimore,MD,-21222,1,6,2,3,2,7,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,7601 Dunmanway Baltimore MD -21222,-76.5102534,39.2574663,"7601 dunmanway, dundalk, md 21222, usa"
3036,4,15,1,1,11200,Dept of Economic & Workforce Development Career Center,7930 Eastern Avenue,NA,Baltimore,MD,21224,1,6,2,3,2,7,NA,NA,NA,NA,O,1,1,NA,NA,NA,NA,7930 Eastern Avenue Baltimore MD 21224,-76.50926020000001,39.2984364,"7930 eastern ave, baltimore, md 21224, usa"
3037,4,15,2,1,13767,Rosedale Senior Center M/P Rm,1208 Neighbors Avenue,NA,Baltimore,MD,-21237,1,6,2,3,2,7,NA,NA,NA,2,T,1,1,NA,NA,NA,NA,1208 Neighbors Avenue Baltimore MD -21237,-76.50542,39.3242538,"1208 neighbors ave, rosedale, md 21237, usa"
3038,4,15,19,1,11202,Chesapeake High School Cafeteria,1801 Turkey Point Road,NA,Baltimore,MD,-21221,1,6,2,3,2,7,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,1801 Turkey Point Road Baltimore MD -21221,-76.4190675,39.2907699,"1801 turkey point rd, essex, md 21221, usa"
3039,4,15,20,1,11203,Battle Grove Elementary School Gym,7828 St. Patricia Lane,NA,Baltimore,MD,-21222,1,6,2,3,2,7,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,7828 St. Patricia Lane Baltimore MD -21222,-76.4752134,39.2686414,"7828 st patricia ln, baltimore, md 21222, usa"
3040,4,15,21,1,11204,Edgemere Elementary School Gym,7201 North Point Road,NA,Baltimore,MD,-21219,1,6,2,3,2,7,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,7201 North Point Road Baltimore MD -21219,-76.4458934,39.2398378,"7201 north point rd, edgemere, md 21219, usa"
3042,4,11,7,1,11206,Seven Oaks Elementary School Gym,9220 Seven Courts Drive,NA,Baltimore,MD,-21236,1,8,1,3,2,5,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,9220 Seven Courts Drive Baltimore MD -21236,-76.4878469,39.4052936,"9220 seven courts dr, parkville, md 21234, usa"
3043,4,11,8,1,13342,Cub Hill Bible Presbyterian Church Hall,2927 Cub Hill Road,NA,Baltimore,MD,-21234,1,42B,2,3,2,5,NA,NA,NA,2,C,1,1,NA,NA,NA,NA,2927 Cub Hill Road Baltimore MD -21234,-76.5137314,39.4109258,"2927 cub hill rd, parkville, md 21234, usa"
3044,4,11,9,1,13025,Carney Elementary School Gym,3131 E. Joppa Road,NA,Baltimore,MD,-21234,1,8,3,3,2,5,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,3131 E. Joppa Road Baltimore MD -21234,-76.5200663,39.3931513,"3131 e joppa rd, parkville, md 21234, usa"
3045,4,9,23,1,11209,Harford Hills Elementary School Gym,8902 Old Harford Road,NA,Baltimore,MD,-21234,1,8,2,3,2,5,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,8902 Old Harford Road Baltimore MD -21234,-76.5366007,39.3997672,"8902 old harford rd, baltimore, md 21234, usa"
3046,4,9,24,1,11210,Pine Grove Elementary School Cafeteria,2701 Summit Avenue,NA,Baltimore,MD,-21234,1,42B,2,3,2,3,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,2701 Summit Avenue Baltimore MD -21234,-76.5289154,39.4114112,"2701 summit ave, parkville, md 21234, usa"
3049,4,11,6,1,13024,Gunpowder Elementary School Cafeteria,9540 Holiday Manor Road,NA,Baltimore,MD,-21236,1,8,1,3,2,5,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,9540 Holiday Manor Road Baltimore MD -21236,-76.4708358,39.4153724,"9540 holiday manor rd, nottingham, md 21236, usa"
3050,4,14,1,1,11213,Parkville Middle School Auditorium Lobby,8711 Avondale Road,NA,Baltimore,MD,-21234,1,8,3,3,2,6,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,8711 Avondale Road Baltimore MD -21234,-76.5269326,39.3778336,"8711 avondale rd, parkville, md 21234, usa"
3051,4,14,2,1,11214,Fullerton Community Center,7209 Belair Road,NA,Baltimore,MD,21206,1,8,3,3,2,5,NA,NA,NA,2,T,1,1,NA,NA,NA,NA,7209 Belair Road Baltimore MD 21206,-76.52402959999999,39.3595559,"7209 belair rd, baltimore, md 21206, usa"
3052,4,14,3,1,11703,Boumi Temple Ball Room A,5050 King Avenue,NA,Baltimore,MD,-21237,1,8,2,3,2,6,NA,NA,NA,2,C,1,1,NA,NA,NA,NA,5050 King Avenue Baltimore MD -21237,-76.4822221,39.3622149,"5050 king ave, rosedale, md 21237, usa"
3053,4,14,4,1,14672,White Marsh Library Meeting Rm,8133 Sandpiper Circle,NA,Baltimore,MD,21236,1,8,2,3,2,6,NA,NA,NA,2,O,NA,NA,NA,NA,NA,NA,8133 Sandpiper Circle Baltimore MD 21236,-76.47049729999999,39.3719109,"8133 sandpiper cir, nottingham, md 21236, usa"
3054,4,14,5,1,14673,Elmwood Elementary School Gym,531 Dale Avenue,NA,Baltimore,MD,21206,1,8,2,3,2,6,NA,NA,NA,2,S,NA,NA,NA,NA,NA,NA,531 Dale Avenue Baltimore MD 21206,-76.5201905,39.3487982,"531 dale ave, baltimore, md 21206, usa"
3055,4,14,6,1,13838,Fullerton Elementary School Gym,4400 Fullerton Avenue,NA,Baltimore,MD,-21236,1,8,3,3,2,6,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,4400 Fullerton Avenue Baltimore MD -21236,-76.51860959999999,39.3604309,"4400 fullerton ave, nottingham, md 21236, usa"
3056,4,14,7,1,14673,Elmwood Elementary School Cafe,531 Dale Avenue,NA,Baltimore,MD,21206,1,8,2,3,2,6,NA,NA,NA,2,S,NA,NA,NA,NA,NA,NA,531 Dale Avenue Baltimore MD 21206,-76.5201905,39.3487982,"531 dale ave, baltimore, md 21206, usa"
3057,4,14,8,1,11220,McCormick Elementary School Gym,5101 Hazelwood Avenue,NA,Baltimore,MD,-21206,1,8,2,3,2,6,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,5101 Hazelwood Avenue Baltimore MD -21206,-76.5210938,39.3411037,"5101 hazelwood ave, baltimore, md 21206, usa"
3058,4,14,9,1,11723,Shady Spring Elementary School Gym,8868 Goldenwood Road,NA,Baltimore,MD,-21237,1,8,2,3,2,6,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,8868 Goldenwood Road Baltimore MD -21237,-76.501761,39.3432877,"8868 goldenwood rd, baltimore, md 21237, usa"
3062,4,9,5,1,11225,Towson Presbyterian Church Hall,400 W. Chesapeake Avenue,NA,Baltimore,MD,-21204,1,42A,3,3,2,5,NA,NA,NA,2,C,1,1,NA,NA,NA,NA,400 W. Chesapeake Avenue Baltimore MD -21204,-76.6106732,39.40045569999999,"400 w chesapeake ave, towson, md 21204, usa"
3063,4,9,6,1,13341,Towson Ruhl Armory Drill Floor,1035 York Road,NA,Baltimore,MD,-21204,1,42B,2,3,2,5,NA,NA,NA,2,O,1,1,NA,NA,NA,NA,1035 York Road Baltimore MD -21204,-76.6101316,39.4129598,"1035 york rd, towson, md 21204, usa"
3066,4,9,9,1,11639,Loch Raven High School Cafeteria,1212 Cowpens Avenue,NA,Baltimore,MD,-21286,1,42B,2,3,2,3,NA,NA,NA,2,S,1,1,NA,NA,NA,NA,1212 Cowpens Avenue Baltimore MD -21286,-76.5633629,39.405103,"1212 cowpens ave, towson, md 21286, usa"
