   POLL_ID,CO,ELE,PRE,PART,PPLACEID,POLL_NAME,ADDRESS1,ADDRESS2,CITY,ST,ZIP,T_ACCESS,LEG,CO,JU,AP,CON,SCH,ORP,CEN,REPORTED,B,ISPUBLIC,OFFSPARK,MUNI,COLLEGE,COLLEGE_NAME,EARLY
2149,10,7,4,1,10375,C-SD High School Commons,2475 Cambridge Beltway,,Cambridge,MD,-21613,1,37A,1,1,1,2,,1,,2,S,1,1,,,,
2150,10,7,1,1,10376,St. Paul's Church Hall,205 Maryland Avenue,,Cambridge,MD,-21613,1,37B,1,1,1,3,,2,,2,C,1,1,,,,
2151,10,7,5,1,10376,St. Paul's Church Hall,205 Maryland Avenue,,Cambridge,MD,-21613,1,37A,1,1,1,1,,1,,2,C,1,1,,,,
2152,10,7,6,1,10378,Sandy Hill Elementary School Gym,1503 Glasgow Street,,Cambridge,MD,-21613,1,37B,1,1,1,3,,2,,2,S,1,1,,,,
2153,10,2,1,1,10379,Warwick Elementary School Cafeteria,155 Main Street,,Secretary,MD,-21664,1,37B,1,1,1,4,,2,,2,S,1,1,,,,
2154,10,2,2,1,10380,North Dorchester MS Foyer,5745 Cloverdale Road,,Shiloh,MD,21643,1,37A,1,1,1,4,,1,,2,S,1,1,,,,
2155,10,15,1,1,13303,Hurlock Fire Hall,300 Charles Street,,Hurlock,MD,-21643,1,37B,1,1,1,4,,2,,2,F,1,1,,,,
2156,10,1,1,1,10382,Eldorado-Brookview Fire Hall,5752 Rhodesdale-Eldorado Road,,Eldorado,MD,-21659,1,37B,1,1,1,5,,2,,2,F,1,1,,,,
2157,10,3,1,1,13302,Vienna Elementary School Cafeteria,4905 Ocean Gateway,,Vienna,MD,21869,1,37B,1,1,1,5,,2,,2,S,1,0,,,,
2158,10,11,1,1,13302,Vienna Elementary School Cafeteria,4905 Ocean Gateway,,Vienna,MD,21869,1,37B,1,1,1,1,,2,,2,S,1,0,,,,
2159,10,13,1,1,10384,Bucktown Church Hall,4346 Bucktown Road,,Bucktown,MD,-21613,1,37B,1,1,1,1,,2,,2,C,1,1,,,,
2160,10,14,1,1,10385,Linkwood-Salem Fire Hall,3905 Ocean Gateway,,Linkwood,MD,-21835,1,37B,1,1,1,5,,2,,2,F,1,1,,,,
2161,10,17,1,1,10386,Salem Church Community Hall,4167 Salem Road,,Salem,MD,-21869,1,37A,1,1,1,5,,1,,2,C,1,1,,,,
2162,10,18,1,1,10387,Elliott Church Community Hall,2310 Elliott Island Road,,Elliott Island,MD,-21869,1,37B,1,1,1,1,,2,,2,C,1,1,,,,
2163,11,2,1,1,13345,Lincoln Elementary School,200 Madison Street,,Frederick,MD,21701,1,03A,6,6,3,4,,,,2,S,1,1,,,,
2164,11,2,2,1,13345,Lincoln Elementary School,200 Madison Street,,Frederick,MD,21701,1,03A,6,6,3,3,,,,2,S,1,1,,,,
2165,11,2,3,1,13346,Evangelical Lutheran Church,31 East Church Street,,Frederick,MD,-21701,1,03A,6,6,3,4,,,,2,C,1,1,,,,
2166,11,2,4,1,10390,Hillcrest Elementary School,1285 Hillcrest Drive,,Frederick,MD,-21703,1,03A,6,6,3,3,,,,2,S,1,1,,,,
2167,11,2,5,1,13311,William R. Talley Recreation Center Armory,121 N. Bentz Street,,Frederick,MD,-21701,1,03A,6,6,3,3,,,,2,O,1,1,,,,
2168,11,2,7,1,10391,Thomas Johnson Middle School,1799 Schifferstadt Blvd.,,Frederick,MD,21701,1,03A,6,6,3,4,,,,2,S,1,1,,,,
2169,11,2,8,1,10392,Waverley Elementary School,201 Waverley Drive,,Frederick,MD,-21702,1,03A,6,6,3,3,,,,2,S,1,1,,,,
2171,11,2,10,1,10393,Monocacy Middle School,8009 Opossumtown Pike,,Frederick,MD,21702,1,03A,6,6,3,3,,,,2,S,1,1,,,,
2172,11,2,11,1,10394,North Frederick Elementary School,1010 Fairview Avenue,,Frederick,MD,-21701,1,03A,6,6,3,4,,,,2,S,1,1,,,,
2173,11,3,1,1,13313,Middletown Middle School,100 Martha Mason Street,,Middletown,MD,-21769,1,4,8,6,3,1,,,,2,S,1,1,,,,
2174,11,6,1,1,10396,Wolfsville Elementary School,12520 Wolfsville Road,,Myersville,MD,-21773,1,4,8,6,3,5,,,,2,S,1,1,,,,
2175,11,10,1,1,10397,Sabillasville Elementary School,16210B Sabillasville Road,,Sabillasville,MD,-21780,1,4,8,6,3,5,,,,2,S,1,1,,,,
2176,11,16,1,1,10398,Myersville Elementary School,429 Main Street,,Myersville,MD,21773,1,4,8,6,3,5,,,,2,S,1,1,,,,
2177,11,21,1,1,10399,Brook Hill United Methodist Church,8946 Indian Springs Road,,Frederick,MD,-21702,1,4,8,6,3,5,,,,2,C,1,1,,,,
2178,11,22,1,1,10400,Burkittsville Community Center,500 East Main Street,,Burkittsville,MD,21718,1,4,8,6,3,1,,,,2,T,1,1,,,,
2179,11,24,1,1,10401,The Church of the Transfiguration,6909 Maryland Avenue,,Braddock Heights,MD,21714,1,03B,8,6,3,1,,,,2,C,1,1,,,,
2180,11,1,1,1,10402,Carroll Manor Elementary School,5624 Adamstown Road,,Adamstown,MD,-21710,1,03B,6,6,3,1,,,,2,S,1,1,,,,
2181,11,4,1,1,10403,Creagerstown Lutheran Parish Hall,8619 Blacks Mill Road,,Thurmont,MD,-21788,1,4,8,6,3,5,,,,2,C,1,1,,,,
2182,11,5,1,1,10404,Emmitsburg Elementary School,300 S. Seton Avenue,,Emmitsburg,MD,-21727,1,4,8,6,3,5,,,,2,S,1,1,,,,
2183,11,7,1,1,14916,Sugarloaf Elementary School,3400 Stone Barn Drive,,Frederick,MD,21704,1,4,6,6,3,1,,,,2,S,,,,,,
2184,11,8,1,1,10406,Liberty Elementary School,11820 Liberty Road,,Frederick,MD,21701,1,4,8,6,3,2,,,,2,S,1,1,,,,
2185,11,9,1,1,10407,New Market Middle School,125 W. Main Street,,New Market,MD,-21774,1,4,8,6,3,2,,,,2,S,1,1,,,,
2186,11,9,2,1,10408,Green Valley Elementary School,11501 Fingerboard Road,,Monrovia,MD,-21770,1,4,8,6,3,2,,,,2,S,1,1,,,,
2187,11,11,1,1,12651,Woodsboro Elementary School,101 Liberty Road,,Woodsboro,MD,21798,1,4,8,6,3,5,,,,2,S,1,1,,,,
2188,11,12,1,1,10410,Faith Baptist Church,2212 Jefferson Pike,,Knoxville,MD,-21758,1,4,6,6,3,1,,,,2,C,1,1,,,,
2189,11,13,1,1,10411,Mt. Pleasant Ruritan Club,8101 Crum Road,,Walkersville,MD,-21793,1,4,8,6,3,4,,,,2,O,1,1,,,,
2190,11,14,1,1,10412,Jefferson Ruritan Community Center,4603B Lander Road,,Jefferson,MD,-21755,1,03B,6,6,3,1,,,,2,T,1,1,,,,
2191,11,15,1,1,10413,Thurmont Middle School,408 E. Main Street,,Thurmont,MD,-21788,1,4,8,6,3,5,,,,2,S,1,1,,,,
2192,11,17,1,1,10414,Johnsville Methodist Hall,11106 Green Valley Road,,Union Bridge,MD,-21791,1,4,8,6,3,5,,,,2,C,1,1,,,,
2193,11,19,1,1,10415,Linganore Grange Hall,13629 Unionville Road,,Mount Airy,MD,-21771,0,4,8,6,3,2,,,,2,O,1,1,,,,
2194,11,20,1,1,10416,Lewistown Elementary School,11119 Hessong Bridge Road,,Thurmont,MD,-21788,1,4,8,6,3,5,,,,2,S,1,1,,,,
2195,11,23,1,1,10417,Orchard Grove Elementary School,5898 Hannover Drive,,Frederick,MD,21703,1,03B,8,6,3,1,,,,2,S,1,1,,,,
2196,11,25,1,1,10418,Brunswick Middle School,301 Cummings Drive,,Brunswick,MD,-21716,1,4,6,6,3,1,,,,2,S,1,1,,,,
2197,11,26,1,1,13321,Walkersville Middle School,55 West Frederick Street,,Walkersville,MD,-21793,1,4,8,6,3,5,,,,2,S,1,1,,,,
2198,12,1,0,1,10420,Swanton Community Building,3335 Swanton Road,,Swanton,MD,-21561,1,01A,6,4,3,1,1,,,2,T,1,1,A,,,
2199,12,2,0,1,10421,Friendsville Elementary School,841 First Avenue,,Friendsville,MD,-21531,1,01A,6,4,3,2,2,,,2,S,1,1,A,,,
2200,12,3,1,1,13246,Grantsville Elementary School,120 Grant Street,,Grantsville,MD,-21536,1,01A,6,4,3,2,2,,,2,S,1,1,A,,,
2201,12,3,2,1,11525,Jennings United Methodist Church,32 Hare Hollow Road,,Grantsville,MD,21536,1,01A,6,4,3,2,2,,,2,C,1,1,A,,,
2202,12,4,0,1,10424,Bloomington Fire Hall,77 North Branch Avenue,,Bloomington,MD,-21523,1,01A,6,4,3,1,1,,,2,F,1,1,A,,,
2203,12,5,0,1,10425,Accident Fire Hall,109 S. South Street,,Accident,MD,-21520,1,01A,6,4,3,2,2,,,2,F,1,1,A,,,
2204,12,6,0,1,10426,Garrett College Special Event Center,687 Mosser Road,,McHenry,MD,-21541,1,01A,6,4,3,3,3,,,2,S,1,1,A,,,
2205,12,7,0,1,10427,Oakland Community Center East,14 N. 8th Street,,Oakland,MD,21550,1,01A,6,4,3,3,3,,,2,T,1,1,A,,,
2206,12,8,1,1,13561,Pleasant Valley Community Center Right,975 Joni Miller Road,,Oakland,MD,-21550,1,01A,6,4,3,1,1,,,2,T,1,1,A,,,
2208,12,9,0,1,10429,Rt. 40 Elementary School,17764 National Pike,,Frostburg,MD,-21532,1,01A,6,4,3,2,2,,,2,S,1,1,A,,,
2209,12,10,0,1,13810,Deer Park Town Hall,100 Church Street,,Deer Park,MD,21550,1,01A,6,4,3,1,1,,,2,T,1,1,A,,,
2210,12,11,0,1,12084,Avilton Community Center Right,8295 Avilton Lonaconing Road,,Lonaconing,MD,21536,1,01A,6,4,3,2,2,,,2,T,1,1,,,,
2211,12,12,0,1,10432,Bittinger Community Building,176 Brenneman Road,,Bittinger,MD,-21522,1,01A,6,4,3,2,2,,,2,T,1,1,A,,,
2212,12,13,0,1,13811,Kitzmiller Community Center,288 West Main Street,,Kitzmiller,MD,21538,1,01A,6,4,3,1,1,,,2,T,1,1,A,,,
2213,12,14,1,1,10427,Oakland Community Center West,14 N. 8th Street,,Oakland,MD,21550,1,01A,6,4,3,3,3,,,2,T,1,1,A,,,
2214,12,14,2,1,10435,Crellin Elementary School,115 Kendall Drive,,Oakland,MD,-21550,1,01A,6,4,3,3,3,,,2,S,1,1,A,,,
2215,12,15,0,1,12084,Avilton Community Center Left,8295 Avilton Lonaconing Road,,Lonaconing,MD,21536,1,01A,6,4,3,2,2,,,2,T,1,1,,,,
2216,12,16,0,1,13304,Southern High School Cafeteria,345 Oakland Drive,,Oakland,MD,21550,1,01A,6,4,3,1,1,,,2,S,1,1,A,,,
2217,14,6,13,1,13470,Guilford Elementary School Cafeteria,7335 Oakland Mills Road,,Columbia,MD,-21046,1,13,3,5,3,3,,,,2,S,1,1,,,,
2218,14,6,17,1,13480,Owen Brown Place Meeting Room,7080 Cradlerock Way,,Columbia,MD,-21045,1,13,3,5,3,3,,,,2,O,1,1,,,,
2219,14,6,22,1,14592,Lake Elkhorn Middle School Cafeteria,6680 Cradlerock Way,,Columbia,MD,21045,1,13,3,5,3,3,,,,2,S,,,,,,
2220,14,6,5,1,13468,Oakland Mills Middle School Cafeteria,9540 Kilimanjaro Road,,Columbia,MD,-21045,1,13,3,5,3,2,,,,2,S,1,1,,,,
2221,14,6,6,1,13469,Thunder Hill Elementary School Cafeteria,9357 Mellenbrook Road,,Columbia,MD,-21045,1,13,7,5,3,2,,,,2,S,1,1,,,,
2222,14,6,8,1,13471,Stevens Forest Elementary School Cafeteria,6045 Stevens Forest Road,,Columbia,MD,-21045,1,13,3,5,3,2,,,,2,S,1,1,,,,
2223,14,6,9,1,13472,Talbott Springs Elementary School Cafeteria,9550 Basket Ring Road,,Columbia,MD,-21045,1,13,7,5,3,2,,,,2,S,1,1,,,,
2224,14,6,10,1,10445,Howard High School Gym,8700 Route 108,,Ellicott City,MD,-21043,1,13,7,5,3,2,,,,2,S,1,1,,,,
2225,14,6,11,1,13473,Jeffers Hill Elementary School Cafeteria,6001 Tamar Drive,,Columbia,MD,-21045,1,13,3,5,3,2,,,,2,S,1,1,,,,
2226,14,6,12,1,14592,Lake Elkhorn Middle School Cafeteria,6680 Cradlerock Way,,Columbia,MD,21045,1,13,3,5,3,3,,,,2,S,,,,,,
2227,14,6,14,1,13476,Phelps Luck Elementary School Cafeteria,5370 Oldstone Court,,Columbia,MD,-21045,1,12,7,5,3,2,,,,2,S,1,1,,,,
2228,14,6,16,1,13476,Phelps Luck Elementary School Gym,5370 Oldstone Court,,Columbia,MD,-21045,1,12,3,5,3,2,,,,2,S,1,1,,,,
2229,14,6,21,1,13484,Long Reach High School Main Gym,6101 Old Dobbin Lane,,Columbia,MD,-21045,1,13,3,5,3,2,,,,2,S,1,1,,,,
2230,14,6,23,1,13602,Hammond High School Cafeteria,8800 Guilford Road,,Columbia,MD,-21046,1,13,3,5,3,3,,,,2,S,1,1,,,,
2231,14,1,1,1,13802,Elkridge Landing Middle School Cafeteria,7085 Montgomery Road,,Elkridge,MD,-21075,1,12,3,5,3,1,,,,2,S,1,1,,,,
2232,14,1,2,1,13802,Elkridge Landing Middle School Cafeteria,7085 Montgomery Road,,Elkridge,MD,-21075,1,13,3,5,3,1,,,,2,S,1,1,,,,
2233,14,1,3,1,12620,Mayfield Woods Middle School Cafeteria,7950 Red Barn Way,,Elkridge,MD,-21075,1,12,2,5,3,2,,,,2,S,1,1,,,,
2234,14,1,4,1,12621,Ilchester Elementary School Cafeteria,4981 Ilchester Road,,Ellicott City,MD,-21043,1,09B,7,5,3,1,,,,2,S,1,1,,,,
2235,14,1,5,1,13425,Worthington Elementary School Gym,4570 Roundhill Road,,Ellicott City,MD,-21043,1,12,7,5,3,2,,,,2,S,1,1,,,,
2236,14,5,16,1,13457,Running Brook Elementary School Cafeteria,5215 W. Running Brook Road,,Columbia,MD,-21044,1,12,7,5,3,1,,,,2,S,1,1,,,,
2237,14,5,2,1,14921,Longfellow Elementary School Cafeteria,5470 Hesperus Drive,,Columbia,MD,21044,1,12,7,5,3,4,,,,2,S,,,,,,
2238,14,5,3,1,13444,Vantage House Retirement Center Auditorium,5400 Vantage Point Road,,Columbia,MD,-21044,1,12,7,5,3,4,,,,2,T,1,1,,,,
2239,14,5,4,1,13445,Wilde Lake High School Cafeteria,5460 Trumpeter Road,,Columbia,MD,-21044,1,12,7,5,3,4,,,,2,S,1,1,,,,
2240,14,5,7,1,13448,Swansfield Elementary School Cafeteria,5610 Cedar Lane,,Columbia,MD,-21044,1,12,7,5,3,4,,,,2,S,1,1,,,,
2241,14,5,8,1,13449,Bryant Woods Elementary School Cafeteria,5450 Blue Heron Lane,,Columbia,MD,-21044,1,12,7,5,3,4,,,,2,S,1,1,,,,
2242,14,5,9,1,13450,Harper's Choice Middle School Gym,5450 Beaverkill Road,,Columbia,MD,-21044,1,12,7,5,3,4,,,,2,S,1,1,,,,
2243,14,5,10,1,14922,River Hill High School Cafeteria,12101 Clarksville Pike,,Clarksville,MD,21029,1,13,3,5,3,4,,,,2,S,,,,,,
2244,14,5,12,1,13453,The Hawthorn Neighborhood Center Comm Rm,6175 Sunny Spring,,Columbia,MD,-21044,1,12,7,5,3,4,,,,2,T,1,1,,,,
2245,14,5,14,1,14921,Longfellow Elementary School Cafeteria,5470 Hesperus Drive,,Columbia,MD,21044,1,12,7,5,3,4,,,,2,S,,,,,,
2246,14,5,15,1,13456,Clemens Crossing Elementary School Gym,10320 Quarterstaff Road,,Columbia,MD,-21044,1,12,7,5,3,4,,,,2,S,1,1,,,,
2247,14,6,18,1,13602,Hammond High School Cafeteria,8800 Guilford Road,,Columbia,MD,-21046,1,13,3,5,3,3,,,,2,S,1,1,,,,
2248,14,6,19,1,13470,Guilford Elementary School Gym,7335 Oakland Mills Road,,Columbia,MD,-21046,1,13,3,5,3,3,,,,2,S,1,1,,,,
2249,14,6,4,1,13467,Atholton Elementary School Cafeteria,6700 Seneca Drive,,Columbia,MD,-21046,1,13,3,5,3,3,,,,2,S,1,1,,,,
2250,14,6,25,1,13466,Hammond Middle School Gym,8100 Aladdin Drive,,Laurel,MD,-20723,1,13,3,5,3,3,,,,2,S,1,1,,,,
2251,14,6,1,1,13465,Forest Ridge Elementary School Gym,9550 Gorman Road,,Laurel,MD,-20723,1,13,2,5,3,3,,,,2,S,1,1,,,,
2252,14,6,2,1,14166,Hope Baptist Church Meeting Room,8801 Stephens Road,,Laurel,MD,20723,1,13,2,5,3,3,,,,2,C,1,1,,,,
2253,14,6,15,1,13478,Laurel Woods Elementary School Gym,9250 N Laurel Road,,Laurel,MD,-20723,1,13,3,5,3,3,,,,2,S,1,1,,,,
2254,14,6,20,1,13483,Patuxent Valley Middle School Cafeteria,9151 Vollmerhausen Road,,Jessup,MD,-20794,1,13,3,5,3,3,,,,2,S,1,1,,,,
2255,14,6,7,1,14168,Ridgely's Run Community Center A/P Room,8400 Mission Road,,Jessup,MD,20794,1,13,2,5,3,3,,,,2,T,1,1,,,,
2256,14,6,3,1,13466,Hammond Middle School Gym,8100 Aladdin Drive,,Laurel,MD,-20723,1,13,3,5,3,3,,,,2,S,1,1,,,,
2257,14,6,24,1,13487,Murray Hill Middle School Cafeteria,9989 Winter Sun Road,,Laurel,MD,-20723,1,13,3,5,3,3,,,,2,S,1,1,,,,
2258,14,4,1,1,14137,St. Michael's Catholic Church Multi-Purpose,1125 St. Michael's Road,,Mt. Airy,MD,21771,1,09A,7,5,3,5,,,,2,C,,,,,,
2259,14,4,2,1,13439,Glenelg High School Cafeteria,14025 Burntwoods Road,,Glenelg,MD,-21737,1,09A,7,5,3,5,,,,2,S,1,1,,,,
2260,14,4,3,1,13440,Lisbon Elementary School Cafeteria,15901 Frederick Road,,Lisbon,MD,-21765,1,09A,7,5,3,5,,,,2,S,1,1,,,,
2261,14,5,5,1,13446,Pointers Run Elementary School Cafeteria,6600 S. Trotter Road,,Clarksville,MD,-21029,1,13,3,5,3,4,,,,2,S,1,1,,,,
2262,14,5,6,1,13447,Fulton Elementary School Cafeteria,11600 Scaggsville Road,,Fulton,MD,-20759,1,13,3,5,3,4,,,,2,S,1,1,,,,
2263,14,2,1,1,13412,Park View at Ellicott City II Comm Rm,8700 Ridge Road,,Ellicott City,MD,-21043,1,09B,7,5,3,1,,,,2,O,1,1,,,,
2264,14,2,2,1,13413,Ellicott Mills Middle School Cafeteria,4445 Montgomery Road,,Ellicott City,MD,-21043,1,09B,7,5,3,1,,,,2,S,1,1,,,,
2265,14,2,3,1,13413,Ellicott Mills Middle School Gym,4445 Montgomery Road,,Ellicott City,MD,-21043,1,09B,7,5,3,2,,,,2,S,1,1,,,,
2266,14,2,4,1,10445,Howard High School Gym,8700 Route 108,,Ellicott City,MD,-21043,1,12,7,5,3,2,,,,2,S,1,1,,,,
2267,14,2,5,1,13416,Centennial Lane Elementary School Cafeteria,3825 Centennial Lane,,Ellicott City,MD,-21042,1,09B,7,5,3,1,,,,2,S,1,1,,,,
2268,14,2,6,1,13417,St. John's Lane Elementary School Cafeteria,2960 St. John's Lane,,Ellicott City,MD,-21042,1,09A,7,5,3,5,,,,2,S,1,1,,,,
2269,14,2,7,1,13427,Mt. Hebron High School Cafeteria,9440 Old Frederick Rd.,,Ellicott City,MD,-21042,1,09A,7,5,3,5,,,,2,S,1,1,,,,
2270,14,2,8,1,13418,Hollifield Station Elementary School Cafeteria,8701 Stonehouse Drive,,Ellicott City,MD,-21043,1,09A,7,5,3,1,,,,2,S,1,1,,,,
2271,14,2,9,1,13419,The Heartlands Cafeteria,3004 N. Ridge Road,,Ellicott City,MD,-21043,1,09B,7,5,3,1,,,,2,O,1,1,,,,
2272,14,2,10,1,13420,Centennial High School Cafeteria,4300 Centennial Lane,,Ellicott City,MD,-21042,1,09B,7,5,3,1,,,,2,S,1,1,,,,
2273,14,2,11,1,13428,Waverly Elementary School Gym,10220 Wetherburn Road,,Ellicott City,MD,-21042,1,09A,7,5,3,5,,,,2,S,1,1,,,,
2274,14,2,12,1,13619,Ellicott City Senior Center Mtg Rm,9401 Frederick Road,,Ellicott City,MD,-21042,1,09B,7,5,3,1,,,,2,T,1,1,,,,
2275,14,2,13,1,13422,Dunloggin Middle School Cafeteria,9129 Northfield Road,,Ellicott City,MD,-21042,1,09B,7,5,3,1,,,,2,S,1,1,,,,
2276,14,5,13,1,13458,Atholton High School Cafe,6520 Freetown Road,,Columbia,MD,-21044,1,12,7,5,3,4,,,,2,S,1,1,,,,
2277,14,3,1,1,13433,West Friendship Elementary School Cafeteria,12500 Frederick Road,,West Friendship,MD,-21794,1,09A,7,5,3,5,,,,2,S,1,1,,,,
2278,14,3,2,1,13434,Mt. View Middle School Cafeteria,12101 Woodford Drive,,Marriottsville,MD,-21104,1,09A,7,5,3,5,,,,2,S,1,1,,,,
2279,14,3,3,1,13435,Manor Woods Elementary School Cafeteria,11575 Route 144,,Ellicott City,MD,-21042,1,09A,7,5,3,5,,,,2,S,1,1,,,,
2280,14,5,1,1,13442,Clarksville Elementary School Cafeteria,12041 Route 108,,Clarksville,MD,-21029,1,09A,7,5,3,5,,,,2,S,1,1,,,,
2281,14,5,11,1,13461,Schooley Mill Park M/P Room,12975 Hall Shop Road,,Highland,MD,-20777,1,09A,7,5,3,5,,,,2,S,1,1,,,,
2282,15,1,1,1,10501,Millington Fire House,185 Sassafras Street,,Millington,MD,-21651,1,36,1,2,1,,,,,2,F,1,1,,,,
2283,15,1,2,1,10502,Galena Volunteer Fire Company,90 E. Cross Street,,Galena,MD,-21635,1,36,1,2,1,,,,,2,F,1,1,,,,
2284,15,2,1,1,10503,Kennedyville Community Hall,28016 Creamery Street,,Kennedyville,MD,-21645,1,36,1,2,1,,,,,2,T,1,1,,,,
2285,15,3,1,1,10504,Kent County Community Center,11041 Worton Road,,Worton,MD,21678,1,36,1,2,1,,,,,2,T,1,1,,,,
2286,15,3,2,1,10505,Betterton Fire Hall,2 Howell Point Road,,Betterton,MD,-21610,1,36,1,2,1,,,,,2,F,1,1,,,,
2287,15,4,1,1,14296,Chestertown Volunteer Fire Company,211 Maple Avenue,,Chestertown,MD,21620,1,36,1,2,1,,,,,2,F,1,1,,,,
2288,15,4,2,1,14296,Chestertown Volunteer Fire Company,211 Maple Avenue,,Chestertown,MD,21620,1,36,1,2,1,,,,,2,F,1,1,,,,
2289,15,5,1,1,10507,Rock Hall Fire Company,21500 Rock Hall Ave.,,Rock Hall,MD,-21661,1,36,1,2,1,,,,,2,F,1,1,,,,
2290,15,6,1,1,13252,Elks Lodge,8631 Bell Rose Lane,,Chestertown,MD,-21620,1,36,1,2,1,,,,,2,O,1,1,,,,
2291,15,7,1,1,14139,Kent County Public Library,408 High Street,,Chestertown,MD,21620,1,36,1,2,1,,,,,2,O,1,1,,,,
2292,16,1,1,1,10510,Laytonsville Elementary School,21401 Laytonsville Road,,Gaithersburg,MD,-20882,1,14,8,6,7,4,1,,,2,S,1,1,,,,
2293,16,1,2,1,10511,Goshen Elementary School,8701 Warfield Road,,Gaithersburg,MD,-20882,1,14,6,6,7,2,1,,,2,S,1,1,,,,
2294,16,2,1,1,10512,Rocky Hill Middle School,22401 Brick Haven Way,,Clarksburg,MD,-20871,1,39,6,6,7,2,1,,,2,S,1,1,,,,
2295,16,2,2,1,10513,Kingsview Middle School,18909 Kingsview Road,,Germantown,MD,-20874,1,15,6,6,7,2,2,,,2,S,1,1,,,,
2296,16,2,3,1,10514,Waters Landing Elementary School,13100 Waters Landing Drive,,Germantown,MD,-20874,1,15,6,6,7,2,1,,,2,S,1,1,,,,
2297,16,3,1,1,10515,Poolesville Elementary School,19565 Fisher Avenue,,Poolesville,MD,-20837,1,15,6,6,7,1,1,,,2,S,1,1,,,,
2298,16,6,1,1,10516,Jones Lane Elementary School,15110 Jones Lane,,Gaithersburg,MD,-20878,1,15,6,6,7,2,2,,,2,S,1,1,,,,
2299,16,6,2,1,10517,Ss. Peter & Paul Orthodox Church,10620 River Road,,Potomac,MD,20854,1,15,6,6,7,1,3,,,2,C,1,1,,,,
2300,16,6,3,1,10518,Ridgeview Middle School,16600 Raven Rock Drive,,Gaithersburg,MD,-20878,1,39,6,6,7,3,2,,,2,S,1,1,,,,
2301,16,6,4,1,10519,DuFief Elementary School,15001 DuFief Drive,,Gaithersburg,MD,-20878,1,15,6,6,7,2,2,,,2,S,1,1,,,,
2302,16,6,5,1,10520,Quince Orchard High School,15800 Quince Orchard Road,,Gaithersburg,MD,-20878,1,15,6,6,7,2,2,,,2,S,1,1,,,,
2303,16,10,1,1,14302,Potomac United Methodist Church,9908 S. Glen Road,,Potomac,MD,20854,1,15,6,6,7,1,3,,,2,C,1,,,,,
2304,16,10,2,1,10522,Potomac Presbyterian Church,10301 River Road,,Potomac,MD,20854,1,16,8,6,7,1,3,,,2,C,1,1,,,,
2305,16,10,3,1,14318,Seven Locks Elementary School,9500 Seven Locks Road,,Bethesda,MD,20817,1,16,6,6,7,1,3,,,2,S,1,1,,,,
2306,16,10,9,1,10524,Our Lady of Mercy School,9222 Kentsdale Drive,,Potomac,MD,-20854,1,16,6,6,7,1,3,,,2,S,1,1,,,,
2307,16,11,0,1,10525,Monocacy Elementary School,18801 Barnesville Road,,Dickerson,MD,-20842,1,15,6,6,7,2,1,,,2,S,1,1,,,,
2308,16,12,1,1,13865,Damascus Elementary School,10201 Bethesda Church Road,,Damascus,MD,-20872,1,14,8,6,7,2,1,,,2,S,1,1,,,,
2309,16,12,2,1,10527,John T. Baker Middle School,25400 Oak Drive,,Damascus,MD,-20872,1,14,8,6,7,2,1,,,2,S,1,1,,,,
2310,16,12,3,1,10528,Woodfield Elementary School,24200 Woodfield Road,,Gaithersburg,MD,-20882,1,14,8,6,7,2,1,,,2,S,1,1,,,,
2311,16,10,7,1,10529,Carderock Springs Elementary School,7401 Persimmon Tree Lane,,Bethesda,MD,20817,1,16,8,6,7,1,3,,,2,S,1,1,,,,
2312,16,10,10,1,10530,River Falls Swim Club,7915 Horseshoe Lane,,Potomac,MD,-20854,1,16,8,6,7,1,3,,,2,O,1,1,,,,
2313,16,5,1,1,10531,Dr. Charles Drew Elementary School,1200 Swingingdale Drive,,Silver Spring,MD,-20905,1,14,8,6,7,5,5,,,2,T,1,1,,,,
2314,16,5,2,1,10532,Greencastle Elementary School,13611 Robey Road,,Silver Spring,MD,-20904,1,14,3,6,7,5,5,,,2,S,1,1,,,,
2315,16,5,8,1,13264,William Tyler Page Elementary School,13400 Tamarack Road,,Silver Spring,MD,20904,1,14,8,6,7,5,5,,,2,S,1,1,,,,
2316,16,5,15,1,10534,St. Andrew Ukrainian Orthodox Center,15100 New Hampshire Avenue,,Silver Spring,MD,20905,1,14,3,6,7,5,5,,,2,C,1,1,,,,
2317,16,5,17,1,10535,Fairland School Center,13313 Old Columbia Pike,,Silver Spring,MD,-20904,1,14,3,6,7,5,5,,,2,S,1,1,,,,
2318,16,5,18,1,10536,Burtonsville Elementary School,15516 Old Columbia Pike,,Burtonsville,MD,-20866,1,14,3,6,7,5,5,,,2,S,1,1,,,,
2319,16,5,19,1,10537,Benjamin Banneker Middle School,14800 Perrywood Drive,,Burtonsville,MD,-20866,1,14,3,6,7,5,5,,,2,S,1,1,,,,
2321,16,8,1,1,10539,St. Peter's Parish,2900 Olney-Sandy Spring Road,,Olney,MD,20832,1,14,3,6,7,4,5,,,2,C,1,1,,,,
2322,16,8,2,1,10540,Greenwood Elementary School,3336 Gold Mine Road,,Brookeville,MD,-20833,1,14,3,6,7,4,5,,,2,S,1,1,,,,
2323,16,8,5,1,10541,Belmont Elementary School,19528 Olney Mill Road,,Olney,MD,-20832,1,14,3,6,7,4,5,,,2,S,1,1,,,,
