   POLL_ID,CO,ELE,PRE,PART,PPLACEID,POLL_NAME,ADDRESS1,ADDRESS2,CITY,ST,ZIP,T_ACCESS,LEG,CO,JU,AP,CON,SCH,ORP,CEN,REPORTED,B,ISPUBLIC,OFFSPARK,MUNI,COLLEGE,COLLEGE_NAME,EARLY
2986,24,5,1,1,13545,Showell Elementary School,11318 Showell School Road,,Berlin,MD,21811,1,38C,1,1,1,5,,,,2,S,1,1,,,,
2987,24,6,1,1,13544,Ocean Pines Community Hall Assateague Room,239 Ocean Parkway,,Ocean Pines,MD,21811,1,38C,1,1,1,6,,,,2,T,1,1,,,,
2988,16,1,4,1,11155,Judith A. Resnik Elementary School,7301 Hadley Farms Drive,,Gaithersburg,MD,-20879,1,39,6,6,7,4,1,,,2,S,1,1,,,,
2989,16,9,29,1,11156,Roberto Clemente Middle School,18808 Waring Station Road,,Germantown,MD,-20874,1,39,6,6,7,2,1,,,2,S,1,1,,,,
2990,16,12,4,1,11157,Cedar Grove Elementary School,24001 Ridge Road,,Germantown,MD,20876,1,14,6,6,7,2,1,,,2,S,1,1,,,,
2991,14,5,21,1,13448,Swansfield Elementary School Gym,5610 Cedar Lane,,Columbia,MD,-21044,1,12,7,5,3,4,,,,2,S,1,1,,,,
2992,5,1,5,1,11616,Patuxent Appeal Elementary Campus,35 Appeal Lane,,Lusby,MD,-20657,1,29C,5,7,5,1,,,,2,S,1,1,,,,
2993,11,9,3,1,13315,Oakdale Middle School,5810 Oakdale School Road,,Ijamsville,MD,21754,1,03B,8,6,3,2,,,,2,S,1,1,,,,
2994,11,26,2,1,10419,Walkersville High School,81 West Frederick Street,,Walkersville,MD,-21793,1,4,8,6,3,5,,,,2,S,1,1,,,,
2995,17,6,23,1,13663,NORTH FORESTVILLE ELEMENTARY SCHOOL,2311 RITCHIE RD,,FORESTVILLE,MD,-20747,1,25,4,7,4,6,7,,,2,S,1,1,,,,
2996,17,13,17,1,13703,COLUMBIA PK ELEMENTARY SCHOOL GYM,1901 KENT VILLAGE DR,,LANDOVER,MD,-20785,1,47A,4,7,4,5,4,,,2,S,1,1,,,,
2997,17,18,10,1,13724,G. JAMES GHOLSON MIDDLE SCHOOL,900 NALLEY RD,,LANDOVER,MD,20785,1,24,4,7,4,7,6,,,2,S,1,1,,,,
2998,17,18,11,1,13725,BRADBURY HEIGHTS ELEMENTARY SCHL,1401 GLACIER AVE,,CAPITOL HEIGHTS,MD,-20743,1,24,4,7,4,7,6,,,2,S,1,1,,,,
2999,2,7,23,1,11570,South County Senior Activity Center,27 Stepneys Lane,,Edgewater,MD,21037,1,30B,4,5,5,7,,,,2,T,1,1,,,,
3000,20,8,2,1,10914,Crisfield High School Cafeteria,210 N. Somerset Ave.,,Crisfield,MD,-21817,1,38A,1,1,1,5,5,,,2,S,1,1,,,,
3001,4,2,17,1,11260,Randallstown High School Cafeteria,4000 Offutt Road,,Randallstown,MD,-21133,1,10,2,3,2,4,,,,2,S,1,1,,,,
3002,4,4,1,1,11167,Owings Mills High School Gym,124 Tollgate Road,,Owings Mills,MD,-21117,1,11,2,3,2,4,,,,2,S,1,1,,,,
3003,4,11,3,1,11168,Kingsville Elementary School Gym,7300 Sunshine Avenue,,Kingsville,MD,-21087,1,7,1,3,2,5,,,,2,S,1,1,,,,
3004,4,11,4,1,13343,Vincent Farm Elementary School Gym,6019 Ebenezer Road,,White Marsh,MD,21162,1,7,1,3,2,6,,,,2,S,1,1,,,,
3005,4,11,5,1,11170,Chapel Hill Elementary School M/P Rm,5200 E. Joppa Road,,Perry Hall,MD,-21128,1,7,1,3,2,5,,,,2,S,1,1,,,,
3006,4,15,5,1,13925,Martin Blvd. Elementary School Gym,210 Riverton Road,,Baltimore,MD,-21220,1,7,2,3,2,6,,,,2,S,1,1,,,,
3007,4,15,6,1,11172,Oliver Beach Elementary School Gym,12912 Cunninghill Cove Road,,Baltimore,MD,-21220,1,7,2,3,2,6,,,,2,S,1,1,,,,
3008,4,15,7,1,11173,Chase Elementary School Gym,11701 Eastern Avenue,,Baltimore,MD,-21220,1,7,2,3,2,6,,,,2,S,1,1,,,,
3009,4,15,8,1,11174,Seneca Elementary School Gym,545 Carrollwood Road,,Baltimore,MD,-21220,1,7,2,3,2,6,,,,2,S,1,1,,,,
3010,4,15,9,1,11175,Middle River Volunteer Fire Department Hall,1100 Wilson Point Road,,Baltimore,MD,-21220,1,7,2,3,2,6,,,,2,F,1,1,,,,
3011,4,15,10,1,11176,Hawthorne Elementary School Gym,125 Kingston Road,,Baltimore,MD,-21220,1,7,2,3,2,6,,,,2,S,1,1,,,,
3012,4,15,11,1,11177,Middlesex Elementary School Gym,142 Bennett Road,,Baltimore,MD,-21221,1,6,2,3,2,7,,,,2,S,1,1,,,,
3013,4,15,12,1,11178,Essex Co-Op Community Center,1000 Franklin Avenue,,Baltimore,MD,-21221,1,6,2,3,2,7,,,,2,O,1,1,,,,
3014,4,15,13,1,11179,Eastern Technical High School Cafeteria,1100 Mace Avenue,,Baltimore,MD,-21221,1,6,2,3,2,7,,,,2,S,1,1,,,,
3015,4,15,14,1,11180,Essex Elementary School Gym,100 Mace Avenue,,Baltimore,MD,-21221,1,6,2,3,2,7,,,,2,S,1,1,,,,
3016,4,15,15,1,11181,Sussex Elementary School Gym,515 S. Woodward Drive,,Baltimore,MD,-21221,1,6,2,3,2,7,,,,2,S,1,1,,,,
3017,4,15,16,1,11182,Deep Creek Elementary School M/P Rm,1101 E. Homberg Avenue,,Baltimore,MD,-21221,1,6,2,3,2,7,,,,2,S,1,1,,,,
3018,4,15,17,1,11183,Deep Creek Middle School Gym,1000 S. Marlyn Avenue,,Baltimore,MD,-21221,1,6,2,3,2,7,,,,2,S,1,1,,,,
3019,4,15,18,1,11184,Middleborough Elementary School Gym,313 West Road,,Baltimore,MD,-21221,1,6,2,3,2,7,,,,2,S,1,1,,,,
3020,4,11,2,1,13766,St. John Lutheran Church Hall,13300 Manor Road,,Glen Arm,MD,21057,1,7,7,3,2,3,,,,2,C,1,1,,,,
3021,4,15,4,1,11186,Middle River Middle School Cafeteria,800 Middle River Road,,Baltimore,MD,-21220,1,6,2,3,2,6,,,,2,S,1,1,,,,
3022,4,15,3,1,11187,Orems Elementary School M/P Rm,711 High Villa Road,,Baltimore,MD,-21221,1,7,2,3,2,6,,,,2,S,1,1,,,,
3023,4,12,1,1,11189,Berkshire Elementary School Cafeteria,7431 Poplar Avenue,,Baltimore,MD,-21224,1,6,2,3,2,7,,,,2,S,1,1,,,,
3024,4,12,2,1,11189,Berkshire Elementary School Gym,7431 Poplar Avenue,,Baltimore,MD,-21224,1,6,2,3,2,7,,,,2,S,1,1,,,,
3025,4,12,3,1,11190,Norwood Elementary School Gym,1700 Delvale Avenue,,Baltimore,MD,-21222,1,6,2,3,2,7,,,,2,S,1,1,,,,
3026,4,12,4,1,11191,Gen. John Stricker Middle School Cafeteria,7855 Trappe Road,,Baltimore,MD,-21222,1,6,2,3,2,7,,,,2,S,1,1,,,,
3027,4,12,5,1,11192,Patapsco High School Cafeteria,8100 Wise Avenue,,Baltimore,MD,-21222,1,6,2,3,2,7,,,,2,S,1,1,,,,
3028,4,12,6,1,11193,Sandy Plains Elementary School Cafeteria,8330 Kavanagh Road,,Baltimore,MD,-21222,1,6,2,3,2,7,,,,2,S,1,1,,,,
3029,4,12,7,1,11194,Grange Elementary School M/P Rm,2000 Church Road,,Baltimore,MD,-21222,1,6,2,3,2,7,,,,2,S,1,1,,,,
3030,4,12,8,1,11195,Ateaze Senior Center M/P Rm,7401 Holabird Avenue,,Baltimore,MD,-21222,1,6,2,3,2,7,,,,2,T,1,1,,,,
3031,4,12,9,1,13333,Dundalk High School Cafe,1901 Delvale Avenue,,Baltimore,MD,-21222,1,6,2,3,2,7,,,,2,S,1,1,,,,
3032,4,12,10,1,14676,Dundalk Elementary School Gym,2717 Playfield St,,Dundalk,MD,21222,1,6,2,3,2,7,,,,2,S,1,1,,,,
3033,4,12,11,1,11683,Dundalk Middle School Cafeteria,7400 Dunmanway,,Baltimore,MD,-21222,1,6,2,3,2,7,,,,2,S,1,1,,,,
3034,4,12,12,1,11199,Logan Elementary School Cafeteria,7601 Dunmanway,,Baltimore,MD,-21222,1,6,2,3,2,7,,,,2,S,1,1,,,,
3036,4,15,1,1,11200,Dept of Economic & Workforce Development Career Center,7930 Eastern Avenue,,Baltimore,MD,21224,1,6,2,3,2,7,,,,,O,1,1,,,,
3037,4,15,2,1,13767,Rosedale Senior Center M/P Rm,1208 Neighbors Avenue,,Baltimore,MD,-21237,1,6,2,3,2,7,,,,2,T,1,1,,,,
3038,4,15,19,1,11202,Chesapeake High School Cafeteria,1801 Turkey Point Road,,Baltimore,MD,-21221,1,6,2,3,2,7,,,,2,S,1,1,,,,
3039,4,15,20,1,11203,Battle Grove Elementary School Gym,7828 St. Patricia Lane,,Baltimore,MD,-21222,1,6,2,3,2,7,,,,2,S,1,1,,,,
3040,4,15,21,1,11204,Edgemere Elementary School Gym,7201 North Point Road,,Baltimore,MD,-21219,1,6,2,3,2,7,,,,2,S,1,1,,,,
3041,4,10,4,1,13031,Jacksonville Elementary School Cafe,3400 Hillendale Heights Road,,Phoenix,MD,-21131,1,42B,7,3,2,3,,,,2,S,1,1,,,,
3042,4,11,7,1,11206,Seven Oaks Elementary School Gym,9220 Seven Courts Drive,,Baltimore,MD,-21236,1,8,1,3,2,5,,,,2,S,1,1,,,,
3043,4,11,8,1,13342,Cub Hill Bible Presbyterian Church Hall,2927 Cub Hill Road,,Baltimore,MD,-21234,1,42B,2,3,2,5,,,,2,C,1,1,,,,
3044,4,11,9,1,13025,Carney Elementary School Gym,3131 E. Joppa Road,,Baltimore,MD,-21234,1,8,3,3,2,5,,,,2,S,1,1,,,,
3045,4,9,23,1,11209,Harford Hills Elementary School Gym,8902 Old Harford Road,,Baltimore,MD,-21234,1,8,2,3,2,5,,,,2,S,1,1,,,,
3046,4,9,24,1,11210,Pine Grove Elementary School Cafeteria,2701 Summit Avenue,,Baltimore,MD,-21234,1,42B,2,3,2,3,,,,2,S,1,1,,,,
3048,4,11,1,1,11211,Long Green Volunteer Fire Company Lower Hall,4506 Long Green Road,,Glen Arm,MD,21057,1,42B,7,3,2,3,,,,2,F,1,1,,,,
3049,4,11,6,1,13024,Gunpowder Elementary School Cafeteria,9540 Holiday Manor Road,,Baltimore,MD,-21236,1,8,1,3,2,5,,,,2,S,1,1,,,,
3050,4,14,1,1,11213,Parkville Middle School Auditorium Lobby,8711 Avondale Road,,Baltimore,MD,-21234,1,8,3,3,2,6,,,,2,S,1,1,,,,
3051,4,14,2,1,11214,Fullerton Community Center,7209 Belair Road,,Baltimore,MD,21206,1,8,3,3,2,5,,,,2,T,1,1,,,,
3052,4,14,3,1,11703,Boumi Temple Ball Room A,5050 King Avenue,,Baltimore,MD,-21237,1,8,2,3,2,6,,,,2,C,1,1,,,,
3053,4,14,4,1,14672,White Marsh Library Meeting Rm,8133 Sandpiper Circle,,Baltimore,MD,21236,1,8,2,3,2,6,,,,2,O,,,,,,
3054,4,14,5,1,14673,Elmwood Elementary School Gym,531 Dale Avenue,,Baltimore,MD,21206,1,8,2,3,2,6,,,,2,S,,,,,,
3055,4,14,6,1,13838,Fullerton Elementary School Gym,4400 Fullerton Avenue,,Baltimore,MD,-21236,1,8,3,3,2,6,,,,2,S,1,1,,,,
3056,4,14,7,1,14673,Elmwood Elementary School Cafe,531 Dale Avenue,,Baltimore,MD,21206,1,8,2,3,2,6,,,,2,S,,,,,,
3057,4,14,8,1,11220,McCormick Elementary School Gym,5101 Hazelwood Avenue,,Baltimore,MD,-21206,1,8,2,3,2,6,,,,2,S,1,1,,,,
3058,4,14,9,1,11723,Shady Spring Elementary School Gym,8868 Goldenwood Road,,Baltimore,MD,-21237,1,8,2,3,2,6,,,,2,S,1,1,,,,
3059,4,8,13,1,11222,Timonium Elementary School Gym,2001 Eastridge Road,,Lutherville/Timonium,MD,-21093,1,42B,2,3,2,3,,,,2,S,1,1,,,,
3060,4,8,10,1,11223,Pinewood Elementary School Cafeteria,200 Rickswood Road,,Lutherville/Timonium,MD,-21093,1,11,7,3,2,3,,,,2,S,1,1,,,,
3061,4,8,11,1,11224,Padonia International Elementary School Cafeteria,9834 Greenside Drive,,Cockeysville,MD,-21030,1,42B,2,3,2,3,,,,2,S,1,1,,,,
3062,4,9,5,1,11225,Towson Presbyterian Church Hall,400 W. Chesapeake Avenue,,Baltimore,MD,-21204,1,42A,3,3,2,5,,,,2,C,1,1,,,,
3063,4,9,6,1,13341,Towson Ruhl Armory Drill Floor,1035 York Road,,Baltimore,MD,-21204,1,42B,2,3,2,5,,,,2,O,1,1,,,,
3064,4,9,7,1,11227,Hampton Elementary School M/P Rm,1115 Charmuth Road,,Lutherville/Timonium,MD,-21093,1,42B,2,3,2,3,,,,2,S,1,1,,,,
3065,4,9,8,1,14936,St. Thomas Episcopal Church Towson,1108 Providence Road,,Towson,MD,21286,1,42B,1,3,2,3,,,,2,C,,,,,,
3066,4,9,9,1,11639,Loch Raven High School Cafeteria,1212 Cowpens Avenue,,Baltimore,MD,-21286,1,42B,2,3,2,3,,,,2,S,1,1,,,,
3067,4,9,10,1,13762,Cromwell Valley Elementary/Regional Magnet School Gym,825 Providence Road,,Baltimore,MD,-21286,1,42A,2,3,2,5,,,,2,S,1,1,,,,
3068,4,9,11,1,11231,Towson Area Branch Library Meeting Rm,320 York Road,,Baltimore,MD,-21204,1,42A,2,3,2,5,,,,2,O,1,1,,,,
3069,4,9,18,1,11232,Oakleigh Elementary School Cafeteria,1901 White Oak Avenue,,Baltimore,MD,-21234,1,42B,2,3,2,5,,,,2,S,1,1,,,,
3070,4,9,19,1,11903,Loch Raven Community Center Gym,1801 Glen Keith Boulevard,,Baltimore,MD,-21234,1,8,2,3,2,6,,,,2,T,1,1,,,,
3071,4,9,20,1,13926,Halstead Academy Cafeteria,1111 Halstead Road,,Baltimore,MD,-21234,1,8,2,3,2,6,,,,2,S,1,1,,,,
3072,4,9,17,1,11235,Immaculate Heart of Mary Hall Gym,8501 Loch Raven Boulevard,,Baltimore,MD,21286,1,8,2,3,2,6,,,,2,C,1,1,,,,
3073,4,9,21,1,11236,Villa Cresta Elementary School Gym,2600 Rader Avenue,,Baltimore,MD,-21234,1,8,3,3,2,6,,,,2,S,1,1,,,,
3074,4,9,22,1,11237,Parkville High School Cafeteria,2600 Putty Hill Avenue,,Baltimore,MD,-21234,1,8,3,3,2,6,,,,2,S,1,1,,,,
3075,4,4,2,1,11238,Timber Grove Elementary School Cafeteria,701 Academy Avenue,,Owings Mills,MD,-21117,1,10,2,3,2,2,,,,2,S,1,1,,,,
3076,4,4,3,1,13555,Har Sinai Congregation Hall,2905 Walnut Avenue,,Owings Mills,MD,-21117,1,11,3,3,2,2,,,,2,C,1,1,,,,
3077,4,4,4,1,11240,Glyndon Elementary School Cafeteria,445 Glyndon Drive,,Reisterstown,MD,21136,1,10,2,3,2,2,,,,2,S,1,1,,,,
3078,4,4,5,1,11240,Glyndon Elementary School Gym,445 Glyndon Drive,,Reisterstown,MD,21136,1,10,2,3,2,2,,,,2,S,1,1,,,,
3079,4,4,6,1,11242,Reisterstown Elementary School Gym,223 Walgrove Road,,Reisterstown,MD,-21136,1,10,2,3,2,2,,,,2,S,1,1,,,,
3080,4,5,1,1,11243,Fifth District Elementary School Gym,3725 Mount Carmel Road,,Upperco,MD,-21155,1,42B,7,3,2,3,,,,2,S,1,1,,,,
3081,4,6,1,1,11244,Prettyboy Elementary School Cafeteria,19810 Middletown Road,,Freeland,MD,-21053,1,42B,1,3,2,3,,,,2,S,1,1,,,,
3082,4,7,1,1,11245,Seventh District Elementary School Gym,20300 York Road,,Parkton,MD,-21120,1,7,1,3,2,3,,,,2,S,1,1,,,,
3083,4,7,3,1,11246,Hereford High School Auditorium,17301 York Road,,Parkton,MD,-21120,1,42B,7,3,2,3,,,,2,S,1,1,,,,
3084,4,8,2,1,14674,Mays Chapel Elementary School Gym,12250 Roundwood Road,,Lutherville/Timonium,MD,21093,1,11,2,3,2,3,,,,2,S,,,,,,
3085,4,8,3,1,11635,Warren Elementary School Cafeteria,900 Bosley Road,,Cockeysville,MD,-21030,1,42B,1,3,2,3,,,,2,S,1,1,,,,
3086,4,8,4,1,11635,Warren Elementary School Gym,900 Bosley Road,,Cockeysville,MD,-21030,1,42B,2,3,2,3,,,,2,S,1,1,,,,
3087,4,8,7,1,11250,Cockeysville Middle School Cafeteria,10401 Greenside Drive,,Cockeysville,MD,21030,1,11,2,3,2,3,,,,2,S,1,1,,,,
3088,4,8,8,1,14602,Center for MD Agriculture Hall,1114 Shawan Road,,Cockeysville,MD,21030,1,11,2,3,2,2,,,,2,O,,,,,,
3089,4,9,25,1,11252,Pine Grove Middle School Commons,9200 Old Harford Road,,Baltimore,MD,-21234,1,42B,2,3,2,3,,,,2,S,1,1,,,,
3090,4,8,5,1,11253,Dulaney High School Auditorium Lobby,255 Padonia Road,,Lutherville/Timonium,MD,-21093,1,42B,2,3,2,3,,,,2,S,1,1,,,,
3091,4,8,6,1,14716,Cockeysville Community Center Gym,9836 Greenside Drive,,Cockeysville,MD,21030,1,11,2,3,2,3,,,,2,T,1,1,,,,
3092,4,8,9,1,13338,Grace English Evangelical Lutheran Church Hall,8601 Valleyfield Road,,Lutherville/Timonium,MD,21093,1,11,7,3,2,3,,,,2,C,1,1,,,,
3093,4,8,12,1,11256,Pot Spring Elementary School Cafeteria,2410 Springlake Drive,,Lutherville/Timonium,MD,-21093,1,42B,2,3,2,3,,,,2,S,1,1,,,,
3094,4,9,2,1,11638,Ridge Ruxton School M/P Rm,6916 Charles Street,,Baltimore,MD,-21204,1,42B,3,3,2,2,,,,2,S,1,1,,,,
3095,4,10,3,1,13031,Jacksonville Elementary School Gym,3400 Hillendale Heights Road,,Phoenix,MD,-21131,1,7,7,3,2,3,,,,2,S,1,1,,,,
3096,4,2,16,1,11260,Randallstown High School Gym,4000 Offutt Road,,Randallstown,MD,-21133,1,10,2,3,2,4,,,,2,S,1,1,,,,
3097,4,2,14,1,11501,Church Lane Elementary/Technology School Cafeteria,3820 Fernside Road,,Randallstown,MD,-21133,1,10,2,3,2,4,,,,2,S,1,1,,,,
3098,4,3,10,1,11261,Fort Garrison Elementary School M/P,3310 Woodvalley Drive,,Baltimore,MD,-21208,1,11,3,3,2,2,,,,2,S,1,1,,,,
3099,4,9,3,1,11262,Rodgers Forge Elementary School Cafeteria,250 Dumbarton Road,,Baltimore,MD,-21212,1,42A,2,3,2,5,,,,2,S,1,1,,,,
3100,4,9,4,1,11263,Dumbarton Middle School Lobby,300 Dumbarton Road,,Baltimore,MD,-21212,1,42A,3,3,2,5,,,,2,S,1,1,,,,
3101,4,9,12,1,11264,Towson High School Cafeteria,69 Cedar Avenue,,Baltimore,MD,-21286,1,42A,2,3,2,5,,,,2,S,1,1,,,,
3102,4,9,13,1,14368,Stoneleigh Elementary School Gym,900 Pemberton Road,,Baltimore,MD,21212,1,42A,2,3,2,5,,,,2,S,1,1,,,,
3103,4,9,14,1,14368,Stoneleigh Elementary School Cafe,900 Pemberton Road,,Baltimore,MD,21212,1,42A,2,3,2,5,,,,2,S,1,1,,,,
3104,4,9,15,1,11267,Loch Raven Academy Cafeteria,8101 LaSalle Road,,Baltimore,MD,-21286,1,42A,2,3,2,6,,,,2,S,1,1,,,,
3105,4,9,16,1,11268,Pleasant Plains Elementary School Gym,8300 Pleasant Plains Road,,Baltimore,MD,-21286,1,42B,2,3,2,5,,,,2,S,1,1,,,,
3106,4,3,11,1,13920,Woodholme Elementary School Gym,300 Mount Wilson Lane,,Baltimore,MD,21208,1,11,3,3,2,2,,,,2,S,1,1,,,,
3107,4,9,1,1,11270,Brooklandville Fire Department Engine Bay,10017 Falls Road,,Lutherville/Timonium,MD,-21093,1,11,3,3,2,2,,,,2,F,1,1,,,,
3108,4,2,7,1,11628,Old Court Middle School Cafeteria,4627 Old Court Road,,Baltimore,MD,21208,1,10,2,3,2,2,,,,2,S,1,1,,,,
3109,4,2,8,1,11272,Winand Elementary School Cafeteria,8301 Scotts Level Road,,Baltimore,MD,-21208,1,11,2,3,2,2,,,,2,S,1,1,,,,
3110,4,2,13,1,11501,Church Lane Elementary/Technology School M/P Rm,3820 Fernside Road,,Randallstown,MD,-21133,1,10,2,3,2,4,,,,2,S,1,1,,,,
3111,4,3,2,1,11274,Milbrook Elementary School Cafe,4300 Crest Heights Road,,Baltimore,MD,-21215,1,11,3,3,2,2,,,,2,S,1,1,,,,
3112,4,3,3,1,11275,Sudbrook Magnet Middle School Cafeteria,4300 Bedford Road,,Baltimore,MD,-21208,1,44B,7,3,2,2,,,,2,S,1,1,,,,
3113,4,3,4,1,11276,Bedford Elementary School Gym,7407 Dorman Drive,,Baltimore,MD,-21208,1,11,2,3,2,2,,,,2,S,1,1,,,,
3114,4,3,5,1,13761,Pikesville Middle School Gym,7701 Seven Mile Lane,,Baltimore,MD,-21208,1,11,3,3,2,2,,,,2,S,1,1,,,,
3115,4,3,6,1,13761,Pikesville Middle School Cafeteria,7701 Seven Mile Lane,,Baltimore,MD,-21208,1,11,3,3,2,2,,,,2,S,1,1,,,,
3116,4,3,7,1,11279,Pikesville High School Cafeteria,7621 Labyrinth Road,,Baltimore,MD,-21208,1,11,3,3,2,2,,,,2,S,1,1,,,,
3117,4,3,8,1,11280,Summit Park Elementary School Cafeteria,6920 Diana Road,,Baltimore,MD,-21209,1,11,3,3,2,2,,,,2,S,1,1,,,,
3118,4,3,9,1,11280,Summit Park Elementary School Gym,6920 Diana Road,,Baltimore,MD,-21209,1,11,3,3,2,2,,,,2,S,1,1,,,,
3119,4,13,1,1,11282,Maiden Choice School Gym,4901 Shelbourne Road,,Baltimore,MD,-21227,1,12,7,3,2,1,,,,2,S,1,1,,,,
3120,4,13,2,1,11684,Arbutus Fire Hall,5200 Southwestern Blvd.,,Baltimore,MD,-21227,1,12,7,3,2,1,,,,2,F,1,1,,,,
3121,4,13,3,1,11321,Arbutus Middle School Cafeteria,5525 Shelbourne Road,,Baltimore,MD,-21227,1,12,3,3,2,1,,,,2,S,1,1,,,,
3122,4,13,4,1,11322,Relay Elementary School Gym,5885 Selford Road,,Baltimore,MD,-21227,1,12,3,3,2,1,,,,2,S,1,1,,,,
3123,4,13,5,1,11323,Halethorpe Elementary School Gym,4300 Maple Avenue,,Baltimore,MD,-21227,1,12,3,3,2,1,,,,2,S,1,1,,,,
3124,4,13,6,1,13763,Lansdowne Middle School Cafeteria,2400 Lansdowne Road,,Baltimore,MD,-21227,1,12,3,3,2,1,,,,2,S,1,1,,,,
3125,4,13,7,1,11325,Baltimore Highlands Elementary School Cafeteria,4200 Annapolis Road,,Baltimore,MD,-21227,1,12,2,3,2,1,,,,2,S,1,1,,,,
3126,4,13,8,1,11511,English Consul Volunteer Fire Department Hall,2827 Michigan Avenue,,Baltimore,MD,-21227,1,12,2,3,2,1,,,,2,F,1,1,,,,
3127,4,2,15,1,11631,Deer Park Elementary School Cafeteria,9809 Lyons Mill Road,,Owings Mills,MD,21117,1,11,2,3,2,4,,,,2,S,1,1,,,,
3128,4,3,12,1,14345,St. Thomas Episcopal Church Owings Mills Hall,232 St. Thomas Lane,,Owings Mills,MD,21117,1,11,3,3,2,2,,,,2,C,1,1,,,,
3129,4,3,13,1,11261,Fort Garrison Elementary School Cafe,3310 Woodvalley Drive,,Baltimore,MD,-21208,1,11,3,3,2,2,,,,2,S,1,1,,,,
3130,4,4,8,1,11330,Chatsworth School Cafeteria,222 New Avenue,,Reisterstown,MD,-21136,1,10,2,3,2,2,,,,2,S,1,1,,,,
3131,4,4,9,1,11331,Boring Volunteer Fire Department Engine Bay,14711 Old Hanover Road,,Boring,MD,-21020,1,10,7,3,2,3,,,,2,F,1,1,,,,
3132,4,7,2,1,13019,American Legion Hall Post 256 Hall,19520 York Road,,Parkton,MD,-21120,1,7,7,3,2,3,,,,2,O,1,1,,,,
3133,4,8,1,1,11333,Sparks Elementary School Cafeteria,601 Belfast Road,,Sparks,MD,-21152,1,42B,7,3,2,3,,,,2,S,1,1,,,,
3134,4,8,14,1,11334,Lutherville Elementary School Gym,1700 York Road,,Lutherville/Timonium,MD,-21093,1,42B,2,3,2,3,,,,2,S,1,1,,,,
3135,4,8,15,1,11335,Ridgely Middle School Cafeteria,121 Ridgely Road,,Lutherville/Timonium,MD,-21093,1,42B,2,3,2,3,,,,2,S,1,1,,,,
3136,4,8,16,1,11334,Lutherville Elementary School Cafe,1700 York Road,,Lutherville/Timonium,MD,-21093,1,11,2,3,2,3,,,,2,S,1,1,,,,
3137,4,8,17,1,11337,Riderwood Elementary School Gym,1711 Landrake Road,,Baltimore,MD,-21204,1,11,3,3,2,2,,,,2,S,1,1,,,,
3138,4,8,18,1,11338,Trinity Assembly of God Hall,2122 W. Joppa Road,,Lutherville/Timonium,MD,-21093,1,11,2,3,2,2,,,,2,C,1,1,,,,
3139,4,10,1,1,12952,St. James Episcopal Church Hall,3100 Monkton Road,,Monkton,MD,-21111,1,7,7,3,2,3,,,,2,C,1,1,,,,
3140,4,10,5,1,11340,Carroll Manor Elementary School Cafeteria,4434 Carroll Manor Road,,Baldwin,MD,-21013,1,7,7,3,2,3,,,,2,S,1,1,,,,
3141,4,11,10,1,11341,Perry Hall Middle School Cafeteria,4300 Ebenezer Road,,Baltimore,MD,-21236,1,8,2,3,2,5,,,,2,S,1,1,,,,
3142,4,11,11,1,11342,Perry Hall Elementary School Gym,9021 Belair Road,,Baltimore,MD,-21236,1,8,3,3,2,5,,,,2,S,1,1,,,,
3143,4,11,12,1,11663,Perry Hall High School Cafeteria,4601 Ebenezer Road,,Baltimore,MD,-21236,1,8,1,3,2,5,,,,2,S,1,1,,,,
3144,4,11,13,1,13026,Joppa View Elementary School Gym,8727 Honeygo Boulevard,,Perry Hall,MD,-21128,1,8,2,3,2,6,,,,2,S,1,1,,,,
3145,4,11,14,1,11341,Perry Hall Middle School Auditorium,4300 Ebenezer Road,,Baltimore,MD,-21236,1,8,1,3,2,5,,,,2,S,1,1,,,,
3146,4,14,10,1,14316,Red House Run Elementary School Gym,1717 Weyburn Road,,Baltimore,MD,21237,1,8,2,3,2,6,,,,2,S,1,1,,,,
3147,4,14,11,1,14316,Red House Run Elementary School Cafeteria,1717 Weyburn Road,,Baltimore,MD,21237,1,8,2,3,2,6,,,,2,S,1,1,,,,
3148,4,15,22,1,11348,Chesapeake Terrace Elementary School Cafeteria,2112 Lodge Farm Road,,Baltimore,MD,-21219,1,6,2,3,2,7,,,,2,S,1,1,,,,
3149,3,3,1,1,10115,School No. 8 City Springs Elem/Middle,100 S. Caroline Street,,Baltimore,MD,-21231,1,46,7,8,6,12,,,,2,S,1,1,,,,
3151,3,22,1,1,11350,Christ Church Harbor Apartments Inc.,600 Light Street,,Baltimore,MD,-21230,1,46,7,8,6,11,,,,2,O,1,1,,,,
3152,3,28,1,1,11351,School No. 241,3801 Fallstaff Road,,Baltimore,MD,21215,1,41,7,8,6,5,,,,2,S,1,1,,,,
3153,3,26,27,1,11352,School No. 210,4517 Hazelwood Avenue,,Baltimore,MD,-21206,1,45,2,8,6,2,,,,2,S,1,1,,,,
3155,3,26,26,1,11353,School No. 211,5300 Belair Road,,Baltimore,MD,-21206,1,45,2,8,6,2,,,,2,S,1,1,,,,
3156,3,26,28,1,11352,School No. 210,4517 Hazelwood Avenue,,Baltimore,MD,-21206,1,45,2,8,6,2,,,,2,S,1,1,,,,
3157,3,26,29,1,11352,School No. 210,4517 Hazelwood Avenue,,Baltimore,MD,-21206,1,45,2,8,6,2,,,,2,S,1,1,,,,
